,Borough,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
179,Downtown Toronto,Kensington Market / Chinatown / Grange Park-Toronto,43.6532057,-79.4000493,I Deal Coffee,43.65505778213131,-79.40325401691655,Coffee Shop
180,Downtown Toronto,Kensington Market / Chinatown / Grange Park-Toronto,43.6532057,-79.4000493,Dark Horse Espresso Bar,43.65056381026066,-79.39701810600826,Coffee Shop
181,Downtown Toronto,Kensington Market / Chinatown / Grange Park-Toronto,43.6532057,-79.4000493,Big Trouble Pizza,43.651347,-79.39702,Pizza Place
182,Downtown Toronto,Kensington Market / Chinatown / Grange Park-Toronto,43.6532057,-79.4000493,Tim Hortons,43.6533029125017,-79.4054567813873,Coffee Shop
183,Central Toronto,Summerhill West / Rathnelly / South Hill / Forest Hill SE / Deer Park-Toronto,43.68641229999999,-79.4000493,Starbucks,43.686756,-79.398292,Coffee Shop
184,Central Toronto,Summerhill West / Rathnelly / South Hill / Forest Hill SE / Deer Park-Toronto,43.68641229999999,-79.4000493,Tim Hortons,43.687682,-79.39684,Coffee Shop
185,Central Toronto,Summerhill West / Rathnelly / South Hill / Forest Hill SE / Deer Park-Toronto,43.68641229999999,-79.4000493,Pizzaiolo,43.68799051263145,-79.39463424218918,Pizza Place
186,Downtown Toronto,CN Tower / King and Spadina / Railway Lands / Harbourfront West / Bathurst  Quay / South Niagara / Island airport-Toronto,43.6289467,-79.3944199,Balzac’s Coffee Roasters,43.631392,-79.395952,Coffee Shop
187,Downtown Toronto,Stn A PO Boxes-Toronto,43.6464352,-79.37484599999999,Everyday Gourmet (Teas & Coffees),43.64875714757637,-79.37164539765817,Coffee Shop
188,Downtown Toronto,Stn A PO Boxes-Toronto,43.6464352,-79.37484599999999,Starbucks,43.647261,-79.378599,Coffee Shop
189,Downtown Toronto,Stn A PO Boxes-Toronto,43.6464352,-79.37484599999999,Carisma,43.64961671774303,-79.3754337751762,Italian Restaurant
190,Downtown Toronto,Stn A PO Boxes-Toronto,43.6464352,-79.37484599999999,Tim Hortons,43.64795486604762,-79.37383309017605,Coffee Shop
191,Downtown Toronto,Stn A PO Boxes-Toronto,43.6464352,-79.37484599999999,Pilot Coffee Roasters,43.64501814464698,-79.3804150931199,Coffee Shop
192,Downtown Toronto,Stn A PO Boxes-Toronto,43.6464352,-79.37484599999999,Starbucks,43.648738309887705,-79.37251925468443,Coffee Shop
193,Downtown Toronto,Stn A PO Boxes-Toronto,43.6464352,-79.37484599999999,Dineen @CommerceCourt,43.648250543365556,-79.38012728220869,Coffee Shop
194,Downtown Toronto,Stn A PO Boxes-Toronto,43.6464352,-79.37484599999999,Starbucks,43.649328,-79.378339,Coffee Shop
195,Downtown Toronto,Stn A PO Boxes-Toronto,43.6464352,-79.37484599999999,Sam James Coffee Bar (SJCB),43.65031871629752,-79.37621650642859,Coffee Shop
196,Downtown Toronto,Stn A PO Boxes-Toronto,43.6464352,-79.37484599999999,Starbucks,43.650159,-79.377793,Coffee Shop
197,Downtown Toronto,Stn A PO Boxes-Toronto,43.6464352,-79.37484599999999,Starbucks,43.646516,-79.380059,Coffee Shop
198,Downtown Toronto,Stn A PO Boxes-Toronto,43.6464352,-79.37484599999999,Mirto,43.650702,-79.376307,Italian Restaurant
199,Downtown Toronto,Stn A PO Boxes-Toronto,43.6464352,-79.37484599999999,Starbucks,43.647192603955325,-79.38095685671752,Coffee Shop
200,Downtown Toronto,Stn A PO Boxes-Toronto,43.6464352,-79.37484599999999,Pizzaiolo,43.65020573236071,-79.37618378615609,Pizza Place
201,Downtown Toronto,St. James Town / Cabbagetown-Toronto,43.667967,-79.3676753,F'Amelia,43.66753590663226,-79.36861331485827,Italian Restaurant
202,Downtown Toronto,St. James Town / Cabbagetown-Toronto,43.667967,-79.3676753,Jetfuel Coffee,43.66529519392083,-79.3683345416816,Coffee Shop
203,Downtown Toronto,St. James Town / Cabbagetown-Toronto,43.667967,-79.3676753,Hey Lucy,43.66407509923825,-79.36865505824356,Italian Restaurant
204,Downtown Toronto,St. James Town / Cabbagetown-Toronto,43.667967,-79.3676753,Tim Hortons,43.66716925802294,-79.36884865164751,Coffee Shop
205,Downtown Toronto,St. James Town / Cabbagetown-Toronto,43.667967,-79.3676753,Pizza Pizza,43.667178738521734,-79.36966873777858,Pizza Place
206,Downtown Toronto,St. James Town / Cabbagetown-Toronto,43.667967,-79.3676753,Tim Hortons,43.665785871990316,-79.36828404664993,Coffee Shop
207,Downtown Toronto,St. James Town / Cabbagetown-Toronto,43.667967,-79.3676753,Pizza Pizza,43.66809038080825,-79.37027389227195,Pizza Place
208,Downtown Toronto,First Canadian Place / Underground city-Toronto,43.6484292,-79.3822802,Pilot Coffee Roasters,43.648835391245896,-79.3809358125033,Coffee Shop
209,Downtown Toronto,First Canadian Place / Underground city-Toronto,43.6484292,-79.3822802,Pizzeria Libretto,43.64833354686235,-79.38511050184168,Pizza Place
210,Downtown Toronto,First Canadian Place / Underground city-Toronto,43.6484292,-79.3822802,Starbucks,43.646731,-79.383951,Coffee Shop
211,Downtown Toronto,First Canadian Place / Underground city-Toronto,43.6484292,-79.3822802,Dineen @CommerceCourt,43.648250543365556,-79.38012728220869,Coffee Shop
212,Downtown Toronto,First Canadian Place / Underground city-Toronto,43.6484292,-79.3822802,M Square Coffee Co,43.65121797253777,-79.38355459932247,Coffee Shop
213,Downtown Toronto,First Canadian Place / Underground city-Toronto,43.6484292,-79.3822802,Pi Co.,43.648651,-79.385874,Pizza Place
214,Downtown Toronto,First Canadian Place / Underground city-Toronto,43.6484292,-79.3822802,Starbucks,43.64902831957521,-79.38159290007317,Coffee Shop
215,Downtown Toronto,First Canadian Place / Underground city-Toronto,43.6484292,-79.3822802,Bulldog On The Block,43.65065218852629,-79.38414092873634,Coffee Shop
216,Downtown Toronto,First Canadian Place / Underground city-Toronto,43.6484292,-79.3822802,Pilot Coffee Roasters,43.64501814464698,-79.3804150931199,Coffee Shop
217,Downtown Toronto,First Canadian Place / Underground city-Toronto,43.6484292,-79.3822802,Starbucks,43.647261,-79.378599,Coffee Shop
218,Downtown Toronto,First Canadian Place / Underground city-Toronto,43.6484292,-79.3822802,Mercatto,43.6502431921682,-79.38081989149896,Italian Restaurant
219,Downtown Toronto,First Canadian Place / Underground city-Toronto,43.6484292,-79.3822802,Starbucks,43.649328,-79.378339,Coffee Shop
220,Downtown Toronto,First Canadian Place / Underground city-Toronto,43.6484292,-79.3822802,Starbucks,43.647192603955325,-79.38095685671752,Coffee Shop
221,Downtown Toronto,First Canadian Place / Underground city-Toronto,43.6484292,-79.3822802,Tim Hortons,43.6468622,-79.3825442,Coffee Shop
222,Downtown Toronto,First Canadian Place / Underground city-Toronto,43.6484292,-79.3822802,Starbucks,43.646890531355616,-79.38187054975934,Coffee Shop
223,Downtown Toronto,Church and Wellesley-Toronto,43.6658599,-79.38315990000001,North of Brooklyn Pizzeria,43.664383604568975,-79.38037571983865,Pizza Place
224,Downtown Toronto,Church and Wellesley-Toronto,43.6658599,-79.38315990000001,Dal Moro's Fresh Pasta To Go,43.66664070494267,-79.38540023837237,Italian Restaurant
225,Downtown Toronto,Church and Wellesley-Toronto,43.6658599,-79.38315990000001,Starbucks,43.66498,-79.38051,Coffee Shop
226,Downtown Toronto,Church and Wellesley-Toronto,43.6658599,-79.38315990000001,Piedmont Coffee Bar,43.66828640594333,-79.38252026711419,Coffee Shop
227,Downtown Toronto,Church and Wellesley-Toronto,43.6658599,-79.38315990000001,Rooster Coffee House,43.66965378571954,-79.379870566686,Coffee Shop
228,Downtown Toronto,Church and Wellesley-Toronto,43.6658599,-79.38315990000001,The Drink,43.66416675815651,-79.3801489917456,Coffee Shop
229,Downtown Toronto,Church and Wellesley-Toronto,43.6658599,-79.38315990000001,Croissant Tree,43.66957516951418,-79.3823307429487,Coffee Shop
230,Downtown Toronto,Church and Wellesley-Toronto,43.6658599,-79.38315990000001,Express Pizza,43.66378730691813,-79.38022420876023,Pizza Place
231,East Toronto,Business reply mail Processing CentrE-Toronto,43.6627439,-79.321558,Queen Margherita Pizza,43.664685391781596,-79.32416396716876,Pizza Place
