Borough,F1,Neighborhood Latitude,Neighborhood Longitude,Neighborhood,Number of Records,Venue Category,Venue Latitude,Venue Longitude,Venue
Brooklyn,203,40.698116110,-73.925257975,"Bushwick, Brooklyn",1,Coffee Shop,40.700398414,-73.925517621,Brooklyn Kava
Brooklyn,204,40.698116110,-73.925257975,"Bushwick, Brooklyn",1,Coffee Shop,40.700793,-73.923837,Lazy Suzy Cafe & Shop
Brooklyn,205,40.698116110,-73.925257975,"Bushwick, Brooklyn",1,Pizza Place,40.701113807,-73.922496957,Tony Oravio Pizza
Brooklyn,206,40.698116110,-73.925257975,"Bushwick, Brooklyn",1,Coffee Shop,40.698104526,-73.924871209,Bushwick Public House
Brooklyn,207,40.698116110,-73.925257975,"Bushwick, Brooklyn",1,Pizza Place,40.698151203,-73.925451948,OMG Pizza
Brooklyn,208,40.698116110,-73.925257975,"Bushwick, Brooklyn",1,Coffee Shop,40.700408925,-73.929296173,Central Cafe
Brooklyn,209,40.687231608,-73.941784887,"Bedford Stuyvesant, Brooklyn",1,Coffee Shop,40.684636121,-73.944611464,Brooklyn Kettle
Brooklyn,210,40.687231608,-73.941784887,"Bedford Stuyvesant, Brooklyn",1,Pizza Place,40.685203,-73.938775,Bravi Ragazzi
Brooklyn,211,40.687231608,-73.941784887,"Bedford Stuyvesant, Brooklyn",1,Coffee Shop,40.686553399,-73.944576856,Crocus Coffee
Brooklyn,212,40.687231608,-73.941784887,"Bedford Stuyvesant, Brooklyn",1,Pizza Place,40.682878773,-73.940756679,Rocco Pizza III
Brooklyn,213,40.695863723,-73.993782255,"Brooklyn Heights, Brooklyn",1,Pizza Place,40.694992100,-73.995924294,Dellarocco's
Brooklyn,214,40.695863723,-73.993782255,"Brooklyn Heights, Brooklyn",1,Coffee Shop,40.6986734,-73.9943579,Joe Coffee
Brooklyn,215,40.695863723,-73.993782255,"Brooklyn Heights, Brooklyn",1,Italian Restaurant,40.693713210,-73.998435263,River Deli
Brooklyn,216,40.695863723,-73.993782255,"Brooklyn Heights, Brooklyn",1,Italian Restaurant,40.699714724,-73.991768822,Noodle Pudding
Brooklyn,217,40.695863723,-73.993782255,"Brooklyn Heights, Brooklyn",1,Pizza Place,40.698355475,-73.992521800,Fascati Pizza
Brooklyn,218,40.695863723,-73.993782255,"Brooklyn Heights, Brooklyn",1,Pizza Place,40.694369976,-73.992879013,MontyQ's Brick Oven Pizza
Brooklyn,219,40.695863723,-73.993782255,"Brooklyn Heights, Brooklyn",1,Italian Restaurant,40.699346937,-73.992136887,Bevacco
Brooklyn,220,40.695863723,-73.993782255,"Brooklyn Heights, Brooklyn",1,Coffee Shop,40.699566819,-73.991867205,Cranberry's
Brooklyn,221,40.687919722,-73.998561392,"Cobble Hill, Brooklyn",1,Italian Restaurant,40.690199941,-73.996540105,Lillo
Brooklyn,222,40.687919722,-73.998561392,"Cobble Hill, Brooklyn",1,Italian Restaurant,40.687419735,-74.001431529,Popina
Brooklyn,223,40.687919722,-73.998561392,"Cobble Hill, Brooklyn",1,Pizza Place,40.690555039,-73.995333208,Luzzo's BK
Brooklyn,224,40.687919722,-73.998561392,"Cobble Hill, Brooklyn",1,Italian Restaurant,40.691163787,-73.997442977,Table 87
Brooklyn,225,40.687919722,-73.998561392,"Cobble Hill, Brooklyn",1,Pizza Place,40.685820837,-73.994254607,Sam's Italian Cuisine
Brooklyn,226,40.687919722,-73.998561392,"Cobble Hill, Brooklyn",1,Coffee Shop,40.687504636,-73.997816308,Fare & Folk
Brooklyn,227,40.687919722,-73.998561392,"Cobble Hill, Brooklyn",1,Pizza Place,40.690450444,-73.994941650,Brado
Brooklyn,228,40.687919722,-73.998561392,"Cobble Hill, Brooklyn",1,Coffee Shop,40.690153558,-73.994334544,Swallow Cafe
Brooklyn,229,40.687919722,-73.998561392,"Cobble Hill, Brooklyn",1,Coffee Shop,40.690952114,-73.997448111,Espresso Me
Brooklyn,230,40.687919722,-73.998561392,"Cobble Hill, Brooklyn",1,Coffee Shop,40.690878199,-73.996307215,Salter House
Brooklyn,231,40.687919722,-73.998561392,"Cobble Hill, Brooklyn",1,Pizza Place,40.683608839,-73.999751235,Francesco's
Brooklyn,232,40.680540231,-73.994653728,"Carroll Gardens, Brooklyn",1,Coffee Shop,40.681128035,-73.996526343,East One Coffee Roasters
Brooklyn,233,40.680540231,-73.994653728,"Carroll Gardens, Brooklyn",1,Coffee Shop,40.680281,-73.994678,Hungry Ghost
Brooklyn,234,40.680540231,-73.994653728,"Carroll Gardens, Brooklyn",1,Italian Restaurant,40.680805,-73.99689,Fragole
Brooklyn,235,40.680540231,-73.994653728,"Carroll Gardens, Brooklyn",1,Coffee Shop,40.680558,-73.994584,Planted
Brooklyn,236,40.680540231,-73.994653728,"Carroll Gardens, Brooklyn",1,Italian Restaurant,40.681885,-73.99357,Vinny's of Carroll Gardens
Brooklyn,237,40.680540231,-73.994653728,"Carroll Gardens, Brooklyn",1,Italian Restaurant,40.681352188,-73.994106727,Claudine's
Brooklyn,238,40.680540231,-73.994653728,"Carroll Gardens, Brooklyn",1,Coffee Shop,40.678089685,-73.996092147,Bklyn Habit
Brooklyn,239,40.680540231,-73.994653728,"Carroll Gardens, Brooklyn",1,Pizza Place,40.682695630,-73.993191186,Brooklyn Pizza Market
Brooklyn,240,40.680540231,-73.994653728,"Carroll Gardens, Brooklyn",1,Coffee Shop,40.683264768,-73.992754232,Velvette Brew
Brooklyn,241,40.680540231,-73.994653728,"Carroll Gardens, Brooklyn",1,Italian Restaurant,40.677359785,-73.998046950,Frankies 457 Spuntino
Brooklyn,242,40.680540231,-73.994653728,"Carroll Gardens, Brooklyn",1,Italian Restaurant,40.683379499,-73.995492280,Gersi
Brooklyn,243,40.680540231,-73.994653728,"Carroll Gardens, Brooklyn",1,Pizza Place,40.677342,-73.998162,F&F Pizzeria
Brooklyn,244,40.680540231,-73.994653728,"Carroll Gardens, Brooklyn",1,Italian Restaurant,40.677180598,-73.998323638,FRANKS Wine Bar
Brooklyn,245,40.680540231,-73.994653728,"Carroll Gardens, Brooklyn",1,Italian Restaurant,40.682214530,-73.995946727,Enoteca on Court
Brooklyn,246,40.680540231,-73.994653728,"Carroll Gardens, Brooklyn",1,Italian Restaurant,40.683770030,-73.992470080,Panzerotti Bites
Brooklyn,247,40.680540231,-73.994653728,"Carroll Gardens, Brooklyn",1,Pizza Place,40.679354,-73.995358,Giardini Pizza
Brooklyn,248,40.680540231,-73.994653728,"Carroll Gardens, Brooklyn",1,Coffee Shop,40.683593022,-73.995306575,D'Amico Coffee Roasters
Brooklyn,249,40.680540231,-73.994653728,"Carroll Gardens, Brooklyn",1,Pizza Place,40.683751718,-73.995207902,Sal's Pizzeria
Brooklyn,250,40.680540231,-73.994653728,"Carroll Gardens, Brooklyn",1,Italian Restaurant,40.6844234,-73.9921569,Verde on Smith
Brooklyn,251,40.680540231,-73.994653728,"Carroll Gardens, Brooklyn",1,Italian Restaurant,40.681488044,-73.994022218,Ciros on Smith
Brooklyn,252,40.680540231,-73.994653728,"Carroll Gardens, Brooklyn",1,Pizza Place,40.678066513,-73.997922979,Via Roma Pizza Bar
Brooklyn,253,40.680540231,-73.994653728,"Carroll Gardens, Brooklyn",1,Italian Restaurant,40.682310967,-73.995911417,Marco Polo Ristorante
Brooklyn,254,40.676253230,-74.012758975,"Red Hook, Brooklyn",1,Pizza Place,40.677961,-74.016816,Hoek Pizza
Brooklyn,255,40.676253230,-74.012758975,"Red Hook, Brooklyn",1,Pizza Place,40.678860520,-74.011158333,Marks Pizza
Brooklyn,256,40.676253230,-74.012758975,"Red Hook, Brooklyn",1,Coffee Shop,40.677904,-74.011993,Red Hook coffee shop
Brooklyn,257,40.673931143,-73.994440871,"Gowanus, Brooklyn",1,Coffee Shop,40.676156248,-73.998891985,nerd be cool.
Brooklyn,258,40.673931143,-73.994440871,"Gowanus, Brooklyn",1,Pizza Place,40.670784224,-73.991489456,Table 87
Brooklyn,259,40.673931143,-73.994440871,"Gowanus, Brooklyn",1,Italian Restaurant,40.677359785,-73.998046950,Frankies 457 Spuntino
Brooklyn,260,40.673931143,-73.994440871,"Gowanus, Brooklyn",1,Pizza Place,40.677342,-73.998162,F&F Pizzeria
Brooklyn,261,40.673931143,-73.994440871,"Gowanus, Brooklyn",1,Italian Restaurant,40.677180598,-73.998323638,FRANKS Wine Bar
Brooklyn,262,40.673931143,-73.994440871,"Gowanus, Brooklyn",1,Italian Restaurant,40.671362585,-73.991039343,Bar Tano
Brooklyn,263,40.673931143,-73.994440871,"Gowanus, Brooklyn",1,Coffee Shop,40.678089685,-73.996092147,Bklyn Habit
Brooklyn,264,40.673931143,-73.994440871,"Gowanus, Brooklyn",1,Italian Restaurant,40.674974229,-73.999566364,Aperture Restaurant
Brooklyn,265,40.673931143,-73.994440871,"Gowanus, Brooklyn",1,Pizza Place,40.670371485,-73.996337377,AJ's pizza
Brooklyn,266,40.688527260,-73.972905744,"Fort Greene, Brooklyn",1,Italian Restaurant,40.689629,-73.971018,Evelina Restaurant
Brooklyn,267,40.688527260,-73.972905744,"Fort Greene, Brooklyn",1,Coffee Shop,40.689587652,-73.972494885,Bittersweet
Brooklyn,268,40.688527260,-73.972905744,"Fort Greene, Brooklyn",1,Coffee Shop,40.686469720,-73.974669753,Greene Grape Annex
Brooklyn,269,40.688527260,-73.972905744,"Fort Greene, Brooklyn",1,Italian Restaurant,40.689535317,-73.970466411,Dino
Brooklyn,270,40.688527260,-73.972905744,"Fort Greene, Brooklyn",1,Pizza Place,40.686120655,-73.974062268,Not Ray's Pizza
Brooklyn,271,40.688527260,-73.972905744,"Fort Greene, Brooklyn",1,Italian Restaurant,40.689529150,-73.969518028,Roman’s
Brooklyn,272,40.688527260,-73.972905744,"Fort Greene, Brooklyn",1,Coffee Shop,40.686019848,-73.973556410,Hungry Ghost
Brooklyn,273,40.688527260,-73.972905744,"Fort Greene, Brooklyn",1,Italian Restaurant,40.686541,-73.974375,Fradei
Brooklyn,274,40.688527260,-73.972905744,"Fort Greene, Brooklyn",1,Pizza Place,40.690500786,-73.969437708,Graziella's
Brooklyn,275,40.688527260,-73.972905744,"Fort Greene, Brooklyn",1,Pizza Place,40.686578723,-73.975107738,Lean Crust Pizza
Brooklyn,276,40.688527260,-73.972905744,"Fort Greene, Brooklyn",1,Italian Restaurant,40.689807317,-73.978288270,Caffe e Vino
Brooklyn,277,40.672320523,-73.977050302,"Park Slope, Brooklyn",1,Coffee Shop,40.670600125,-73.978458215,Blue Bottle Coffee
Brooklyn,278,40.672320523,-73.977050302,"Park Slope, Brooklyn",1,Coffee Shop,40.675156584,-73.975301613,Café Regular du Nord
Brooklyn,279,40.672320523,-73.977050302,"Park Slope, Brooklyn",1,Pizza Place,40.671421901,-73.977831434,Pino's La Forchetta
Brooklyn,280,40.672320523,-73.977050302,"Park Slope, Brooklyn",1,Italian Restaurant,40.672872157,-73.976731644,Da Nonna Rosa Cucina Italiana
Brooklyn,281,40.672320523,-73.977050302,"Park Slope, Brooklyn",1,Pizza Place,40.674685131,-73.975328422,Roma Pizza
Brooklyn,282,40.672320523,-73.977050302,"Park Slope, Brooklyn",1,Coffee Shop,40.673932324,-73.982286605,Velvette Brew
Brooklyn,283,40.672320523,-73.977050302,"Park Slope, Brooklyn",1,Italian Restaurant,40.675158403,-73.981369979,al di là
Brooklyn,284,40.672320523,-73.977050302,"Park Slope, Brooklyn",1,Italian Restaurant,40.674841378,-73.976497517,Scottadito Osteria Toscana
Brooklyn,285,40.672320523,-73.977050302,"Park Slope, Brooklyn",1,Pizza Place,40.674392624,-73.981905865,La Villa
Brooklyn,286,40.672320523,-73.977050302,"Park Slope, Brooklyn",1,Coffee Shop,40.675455791,-73.977988430,Milk Bar
Brooklyn,287,40.682391011,-73.876615965,"Cypress Hills, Brooklyn",1,Pizza Place,40.683600155,-73.872481907,Original Mike's Pizza
Brooklyn,288,40.682391011,-73.876615965,"Cypress Hills, Brooklyn",1,Coffee Shop,40.683627,-73.872922,Mexican Restaurant Coffee Shop
Brooklyn,289,40.669925701,-73.880698639,"East New York, Brooklyn",1,Pizza Place,40.666382942,-73.883335741,Caterina Pizza
Brooklyn,290,40.647589052,-73.879369700,"Starrett City, Brooklyn",1,Pizza Place,40.646847516,-73.883490798,Armandos Pizzaria
Brooklyn,291,40.577913503,-73.943537229,"Manhattan Beach, Brooklyn",1,Pizza Place,40.578589055,-73.938058329,Enzo's Pizza
Brooklyn,292,40.599518703,-73.998752214,"Bath Beach, Brooklyn",1,Coffee Shop,40.595226829,-74.000017007,Starbucks
Brooklyn,293,40.599518703,-73.998752214,"Bath Beach, Brooklyn",1,Pizza Place,40.602004509,-73.994126880,La Bella Pizza Express
Brooklyn,294,40.599518703,-73.998752214,"Bath Beach, Brooklyn",1,Italian Restaurant,40.600955491,-74.000805557,Pino's Ristorante
Brooklyn,295,40.599518703,-73.998752214,"Bath Beach, Brooklyn",1,Italian Restaurant,40.599751,-74.002672,Casa Edesia Pizza and Grill
Brooklyn,296,40.599518703,-73.998752214,"Bath Beach, Brooklyn",1,Pizza Place,40.599095,-73.997682,Pizza Hangout
Brooklyn,297,40.633130513,-73.990498230,"Borough Park, Brooklyn",1,Pizza Place,40.635287684,-73.991927304,Amnon's Pizza
Brooklyn,298,40.633130513,-73.990498230,"Borough Park, Brooklyn",1,Pizza Place,40.631263059,-73.985386578,Dagan Pizza & Dairy Restaurant
Brooklyn,299,40.633130513,-73.990498230,"Borough Park, Brooklyn",1,Coffee Shop,40.631909,-73.994964,1982 Coffee Roasters
Brooklyn,300,40.633130513,-73.990498230,"Borough Park, Brooklyn",1,Pizza Place,40.630108971,-73.986268044,Moti's
Brooklyn,301,40.590848434,-73.930101707,"Gerritsen Beach, Brooklyn",1,Pizza Place,40.592912487,-73.925472977,Victoria's Pizzeria
Brooklyn,302,40.590848434,-73.930101707,"Gerritsen Beach, Brooklyn",1,Pizza Place,40.586577,-73.931115,Venezia Pizzeria & Restaurant
Brooklyn,303,40.609747780,-73.931344041,"Marine Park, Brooklyn",1,Pizza Place,40.609154698,-73.932130711,Pizza Emporium
Brooklyn,304,40.693229422,-73.967843062,"Clinton Hill, Brooklyn",1,Italian Restaurant,40.693190381,-73.970392833,LaRina Pastificio & Vino
Brooklyn,305,40.693229422,-73.967843062,"Clinton Hill, Brooklyn",1,Italian Restaurant,40.69314,-73.967176,Da Ciro Brooklyn
Brooklyn,306,40.693229422,-73.967843062,"Clinton Hill, Brooklyn",1,Pizza Place,40.690500786,-73.969437708,Graziella's
Brooklyn,307,40.693229422,-73.967843062,"Clinton Hill, Brooklyn",1,Italian Restaurant,40.689529150,-73.969518028,Roman’s
Brooklyn,308,40.693229422,-73.967843062,"Clinton Hill, Brooklyn",1,Italian Restaurant,40.689629,-73.971018,Evelina Restaurant
Brooklyn,309,40.693229422,-73.967843062,"Clinton Hill, Brooklyn",1,Pizza Place,40.689689,-73.965508,Luigi's Pizzeria
Brooklyn,310,40.693229422,-73.967843062,"Clinton Hill, Brooklyn",1,Italian Restaurant,40.689535317,-73.970466411,Dino
Brooklyn,311,40.693229422,-73.967843062,"Clinton Hill, Brooklyn",1,Pizza Place,40.697574319,-73.967636205,Il Porto
Brooklyn,312,40.693229422,-73.967843062,"Clinton Hill, Brooklyn",1,Pizza Place,40.693080464,-73.973338053,Domino's Pizza
Brooklyn,313,40.693229422,-73.967843062,"Clinton Hill, Brooklyn",1,Pizza Place,40.693572235,-73.965990225,Liberty Pizza
Brooklyn,314,40.693229422,-73.967843062,"Clinton Hill, Brooklyn",1,Pizza Place,40.691541619,-73.964168834,Pratt Pi Shop
Brooklyn,315,40.690844021,-73.983463374,"Downtown, Brooklyn",1,Coffee Shop,40.688660336,-73.983609847,Devoción
Brooklyn,316,40.690844021,-73.983463374,"Downtown, Brooklyn",1,Coffee Shop,40.689852781,-73.980246665,Hungry Ghost
Brooklyn,317,40.690844021,-73.983463374,"Downtown, Brooklyn",1,Pizza Place,40.691141322,-73.982824734,Forcella
Brooklyn,318,40.690844021,-73.983463374,"Downtown, Brooklyn",1,Coffee Shop,40.687751,-73.979387,Coffee Project NY
Brooklyn,319,40.690844021,-73.983463374,"Downtown, Brooklyn",1,Pizza Place,40.694436982,-73.983441751,Forno Rosso
Brooklyn,320,40.690844021,-73.983463374,"Downtown, Brooklyn",1,Coffee Shop,40.689736482,-73.988202693,White Noise Coffee Co.
Brooklyn,321,40.690844021,-73.983463374,"Downtown, Brooklyn",1,Italian Restaurant,40.689807317,-73.978288270,Caffe e Vino
Brooklyn,322,40.685682912,-73.983748241,"Boerum Hill, Brooklyn",1,Italian Restaurant,40.685659406,-73.985769263,Rucola
Brooklyn,323,40.685682912,-73.983748241,"Boerum Hill, Brooklyn",1,Coffee Shop,40.684092355,-73.983677136,dot & line
Brooklyn,324,40.685682912,-73.983748241,"Boerum Hill, Brooklyn",1,Coffee Shop,40.688660336,-73.983609847,Devoción
Brooklyn,325,40.685682912,-73.983748241,"Boerum Hill, Brooklyn",1,Coffee Shop,40.687751,-73.979387,Coffee Project NY
Brooklyn,326,40.685682912,-73.983748241,"Boerum Hill, Brooklyn",1,Coffee Shop,40.687996969,-73.978804863,Hungry Ghost
Brooklyn,327,40.685682912,-73.983748241,"Boerum Hill, Brooklyn",1,Coffee Shop,40.688079469,-73.987693330,Absolute Coffee
Brooklyn,328,40.658420017,-73.954898671,"Prospect Lefferts Gardens, Brooklyn",1,Italian Restaurant,40.659626211,-73.950568439,Camillo
Brooklyn,329,40.658420017,-73.954898671,"Prospect Lefferts Gardens, Brooklyn",1,Pizza Place,40.657186,-73.953426,STREETSWEEPER
Brooklyn,330,40.658420017,-73.954898671,"Prospect Lefferts Gardens, Brooklyn",1,Pizza Place,40.655307864,-73.956439062,Mike's Pizza
Brooklyn,331,40.658420017,-73.954898671,"Prospect Lefferts Gardens, Brooklyn",1,Pizza Place,40.657062601,-73.952911086,Papa John's Pizza
Brooklyn,332,40.678402555,-73.913068318,"Ocean Hill, Brooklyn",1,Coffee Shop,40.678489944,-73.910909039,Daily Press Coffee
Brooklyn,333,40.678569957,-73.867975981,"City Line, Brooklyn",1,Pizza Place,40.677612949,-73.864197546,City Line Pizza & Pasta
Brooklyn,334,40.625595899,-73.957595235,"Midwood, Brooklyn",1,Pizza Place,40.625134711,-73.961478539,Di Fara Pizza
Brooklyn,335,40.625595899,-73.957595235,"Midwood, Brooklyn",1,Pizza Place,40.625106608,-73.961658416,Benny's
Brooklyn,336,40.625595899,-73.957595235,"Midwood, Brooklyn",1,Pizza Place,40.625052480,-73.962341789,Pizza Time
Brooklyn,337,40.625595899,-73.957595235,"Midwood, Brooklyn",1,Pizza Place,40.624912604,-73.962807333,Jerusalem II Pizza
Brooklyn,338,40.647008603,-73.962613167,"Prospect Park South, Brooklyn",1,Pizza Place,40.649494678,-73.962933439,Brooklyn Pizza II
Brooklyn,339,40.647008603,-73.962613167,"Prospect Park South, Brooklyn",1,Pizza Place,40.644068223,-73.958201564,Angelo's Pizza
Brooklyn,340,40.647008603,-73.962613167,"Prospect Park South, Brooklyn",1,Pizza Place,40.650046797,-73.960690498,Brooklyn Pizzeria
Brooklyn,341,40.647008603,-73.962613167,"Prospect Park South, Brooklyn",1,Pizza Place,40.644826787,-73.957992981,Avenue Pizza II
Brooklyn,342,40.623845245,-73.916074840,"Georgetown, Brooklyn",1,Pizza Place,40.620783494,-73.917287323,Original Pizza
Brooklyn,343,40.623845245,-73.916074840,"Georgetown, Brooklyn",1,Italian Restaurant,40.619633098,-73.917918115,Landi's Pork Store
Brooklyn,344,40.623845245,-73.916074840,"Georgetown, Brooklyn",1,Coffee Shop,40.625874,-73.91746,Starbucks
Brooklyn,345,40.708492410,-73.938858153,"East Williamsburg, Brooklyn",1,Coffee Shop,40.708860641,-73.936029117,City of Saints Coffee Roasters
Brooklyn,346,40.708492410,-73.938858153,"East Williamsburg, Brooklyn",1,Coffee Shop,40.708155270,-73.939951850,Jessi's Coffee Shop
Brooklyn,347,40.708492410,-73.938858153,"East Williamsburg, Brooklyn",1,Coffee Shop,40.707746606,-73.940150142,Cup
Brooklyn,348,40.708492410,-73.938858153,"East Williamsburg, Brooklyn",1,Coffee Shop,40.711923726,-73.941248263,Lula Bean
Brooklyn,349,40.714822907,-73.958808576,"North Side, Brooklyn",1,Coffee Shop,40.715089869,-73.959733749,Sweatshop
Brooklyn,350,40.714822907,-73.958808576,"North Side, Brooklyn",1,Pizza Place,40.716871154,-73.958936334,Joe's Pizza
Brooklyn,351,40.714822907,-73.958808576,"North Side, Brooklyn",1,Coffee Shop,40.712821375,-73.958445489,ppl
Brooklyn,352,40.714822907,-73.958808576,"North Side, Brooklyn",1,Coffee Shop,40.714184578,-73.961557359,Black Brick
Brooklyn,353,40.714822907,-73.958808576,"North Side, Brooklyn",1,Coffee Shop,40.716913,-73.961039,Blue Bottle Coffee
Brooklyn,354,40.714822907,-73.958808576,"North Side, Brooklyn",1,Pizza Place,40.714100358,-73.955577146,Rosa’s Pizza
Brooklyn,355,40.714822907,-73.958808576,"North Side, Brooklyn",1,Italian Restaurant,40.713040948,-73.957831264,Fiore
Brooklyn,356,40.714822907,-73.958808576,"North Side, Brooklyn",1,Pizza Place,40.712529,-73.9567,Leo
Brooklyn,357,40.714822907,-73.958808576,"North Side, Brooklyn",1,Coffee Shop,40.714725421,-73.957042584,Oslo Coffee
Brooklyn,358,40.714822907,-73.958808576,"North Side, Brooklyn",1,Pizza Place,40.711675221,-73.957696621,L'Industrie Pizzeria
Brooklyn,359,40.714822907,-73.958808576,"North Side, Brooklyn",1,Coffee Shop,40.718012,-73.959174,Partners Coffee
Brooklyn,360,40.714822907,-73.958808576,"North Side, Brooklyn",1,Pizza Place,40.714138590,-73.960336736,Baci & Abbracci
Brooklyn,361,40.714822907,-73.958808576,"North Side, Brooklyn",1,Coffee Shop,40.716089,-73.959484,Hungry Ghost
Brooklyn,362,40.714822907,-73.958808576,"North Side, Brooklyn",1,Coffee Shop,40.715833382,-73.955705335,Lion's Milk
Brooklyn,363,40.710861473,-73.958000952,"South Side, Brooklyn",1,Pizza Place,40.711675221,-73.957696621,L'Industrie Pizzeria
Brooklyn,364,40.710861473,-73.958000952,"South Side, Brooklyn",1,Pizza Place,40.712166,-73.955705,Emmy Squared
Brooklyn,365,40.710861473,-73.958000952,"South Side, Brooklyn",1,Coffee Shop,40.712821375,-73.958445489,ppl
Brooklyn,366,40.710861473,-73.958000952,"South Side, Brooklyn",1,Pizza Place,40.712529,-73.9567,Leo
Brooklyn,367,40.710861473,-73.958000952,"South Side, Brooklyn",1,Italian Restaurant,40.713040948,-73.957831264,Fiore
Brooklyn,368,40.710861473,-73.958000952,"South Side, Brooklyn",1,Coffee Shop,40.710535802,-73.958163812,Northerly
Brooklyn,369,40.710861473,-73.958000952,"South Side, Brooklyn",1,Coffee Shop,40.708614,-73.957906,Konditori
Brooklyn,370,40.710861473,-73.958000952,"South Side, Brooklyn",1,Pizza Place,40.709736583,-73.954792934,Zeff's Pizzeria
Brooklyn,371,40.710861473,-73.958000952,"South Side, Brooklyn",1,Pizza Place,40.714100358,-73.955577146,Rosa’s Pizza
Brooklyn,372,40.710861473,-73.958000952,"South Side, Brooklyn",1,Coffee Shop,40.713104887,-73.962178670,Oslo Coffee Roasters
Brooklyn,373,40.710861473,-73.958000952,"South Side, Brooklyn",1,Pizza Place,40.708808307,-73.960901170,Roebling Pizza
Brooklyn,374,40.710861473,-73.958000952,"South Side, Brooklyn",1,Coffee Shop,40.715089869,-73.959733749,Sweatshop
Brooklyn,375,40.614768127,-74.031979145,"Fort Hamilton, Brooklyn",1,Italian Restaurant,40.613465981,-74.033237170,Campania Coal Fired Pizza
Brooklyn,376,40.614768127,-74.031979145,"Fort Hamilton, Brooklyn",1,Pizza Place,40.616390037,-74.030709919,Espresso Pizza
Brooklyn,377,40.614768127,-74.031979145,"Fort Hamilton, Brooklyn",1,Italian Restaurant,40.612384662,-74.034058929,Positano
Brooklyn,378,40.614768127,-74.031979145,"Fort Hamilton, Brooklyn",1,Coffee Shop,40.6175,-74.03332,Pep
Brooklyn,379,40.614768127,-74.031979145,"Fort Hamilton, Brooklyn",1,Pizza Place,40.617394,-74.027464,Landys Pizzeria
Brooklyn,380,40.614768127,-74.031979145,"Fort Hamilton, Brooklyn",1,Pizza Place,40.617394,-74.027464,Landy's Pizza
Manhattan,381,40.715618422,-73.994279363,"Chinatown, Manhattan",1,Pizza Place,40.715335009,-73.991649002,Scarr's Pizza
Manhattan,382,40.715618422,-73.994279363,"Chinatown, Manhattan",1,Italian Restaurant,40.714467898,-73.991589366,Bacaro
Manhattan,383,40.715618422,-73.994279363,"Chinatown, Manhattan",1,Coffee Shop,40.714317,-73.990361,Little Canal
Manhattan,384,40.851902526,-73.936900280,"Washington Heights, Manhattan",1,Italian Restaurant,40.851422517,-73.939761221,Saggio Restaurant
Manhattan,385,40.851902526,-73.936900280,"Washington Heights, Manhattan",1,Coffee Shop,40.850432534,-73.936606744,Forever Coffee Bar
Manhattan,386,40.851902526,-73.936900280,"Washington Heights, Manhattan",1,Pizza Place,40.855201572,-73.937216487,Fresco's Pizzeria
Manhattan,387,40.851902526,-73.936900280,"Washington Heights, Manhattan",1,Coffee Shop,40.85096145,-73.93833015,Starbucks
Manhattan,388,40.851902526,-73.936900280,"Washington Heights, Manhattan",1,Pizza Place,40.849591474,-73.933602644,Rap Pizza
Manhattan,389,40.867683964,-73.921210422,"Inwood, Manhattan",1,Coffee Shop,40.866223,-73.925691,Kuro Kirin
Manhattan,390,40.867683964,-73.921210422,"Inwood, Manhattan",1,Pizza Place,40.868215491,-73.919418823,Grandpa's Brick Oven Pizza
Manhattan,391,40.867683964,-73.921210422,"Inwood, Manhattan",1,Pizza Place,40.8663161,-73.9256244,Domino's Pizza
Manhattan,392,40.867683964,-73.921210422,"Inwood, Manhattan",1,Pizza Place,40.863501869,-73.920002651,Little Caesars Pizza
Manhattan,393,40.823604285,-73.949687919,"Hamilton Heights, Manhattan",1,Italian Restaurant,40.821411988,-73.950498849,Fumo
Manhattan,394,40.823604285,-73.949687919,"Hamilton Heights, Manhattan",1,Pizza Place,40.82144,-73.950766,Uncle Tony's Pizza
Manhattan,395,40.823604285,-73.949687919,"Hamilton Heights, Manhattan",1,Coffee Shop,40.825693523,-73.947234065,Monkey Cup
Manhattan,396,40.823604285,-73.949687919,"Hamilton Heights, Manhattan",1,Coffee Shop,40.821954,-73.950043,Double Dutch Espresso
Manhattan,397,40.823604285,-73.949687919,"Hamilton Heights, Manhattan",1,Pizza Place,40.822379287,-73.953490510,Olga's Pizza
Manhattan,398,40.823604285,-73.949687919,"Hamilton Heights, Manhattan",1,Coffee Shop,40.821496019,-73.944594575,Manhattanville Coffee
Manhattan,399,40.823604285,-73.949687919,"Hamilton Heights, Manhattan",1,Coffee Shop,40.824957654,-73.951759219,Matto Espresso (Espresso Matto)
Manhattan,400,40.823604285,-73.949687919,"Hamilton Heights, Manhattan",1,Pizza Place,40.824874306,-73.947634623,Papa John's Pizza
Manhattan,401,40.823604285,-73.949687919,"Hamilton Heights, Manhattan",1,Pizza Place,40.823830141,-73.944235624,Vittorio's Pizza Plus
Manhattan,402,40.823604285,-73.949687919,"Hamilton Heights, Manhattan",1,Pizza Place,40.826122,-73.946579,P&M Pizza
Manhattan,403,40.816934429,-73.957385394,"Manhattanville, Manhattan",1,Italian Restaurant,40.814015156,-73.960265908,Pisticci Ristorante
Manhattan,404,40.816934429,-73.957385394,"Manhattanville, Manhattan",1,Coffee Shop,40.813705,-73.955776,Plowshares Coffee
Manhattan,405,40.816934429,-73.957385394,"Manhattanville, Manhattan",1,Italian Restaurant,40.814083849,-73.959574224,Bettolona
