Borough,F1,Neighborhood Latitude,Neighborhood Longitude,Neighborhood,Number of Records,Venue Category,Venue Latitude,Venue Longitude,Venue
Manhattan,406,40.816934429,-73.957385394,"Manhattanville, Manhattan",1,Coffee Shop,40.813892385,-73.960026571,Kuro Kuma
Manhattan,407,40.816934429,-73.957385394,"Manhattanville, Manhattan",1,Coffee Shop,40.815074083,-73.958930455,Starbucks
Manhattan,408,40.816934429,-73.957385394,"Manhattanville, Manhattan",1,Coffee Shop,40.817333,-73.959494,Dear Mama Coffee
Manhattan,409,40.815976067,-73.943211126,"Central Harlem, Manhattan",1,Pizza Place,40.815080098,-73.940040440,Pizza Stop
Manhattan,410,40.792249467,-73.944182231,"East Harlem, Manhattan",1,Pizza Place,40.793126952,-73.940424893,La Nostra Pizzeria
Manhattan,411,40.775638573,-73.960507631,"Upper East Side, Manhattan",1,Italian Restaurant,40.775327705,-73.962818784,Sant Ambroeus
Manhattan,412,40.775638573,-73.960507631,"Upper East Side, Manhattan",1,Coffee Shop,40.773535183,-73.959670487,Handcraft Coffee
Manhattan,413,40.775638573,-73.960507631,"Upper East Side, Manhattan",1,Italian Restaurant,40.775710647,-73.956607013,Antonucci
Manhattan,414,40.775638573,-73.960507631,"Upper East Side, Manhattan",1,Pizza Place,40.775582,-73.956576,Emmy Squared
Manhattan,415,40.775638573,-73.960507631,"Upper East Side, Manhattan",1,Pizza Place,40.774630392,-73.959142644,Farinella Bakery
Manhattan,416,40.775638573,-73.960507631,"Upper East Side, Manhattan",1,Italian Restaurant,40.777597,-73.961685,Sistina
Manhattan,417,40.775638573,-73.960507631,"Upper East Side, Manhattan",1,Coffee Shop,40.772044194,-73.960804964,Joe the Art of Coffee
Manhattan,418,40.775638573,-73.960507631,"Upper East Side, Manhattan",1,Italian Restaurant,40.774945979,-73.956932144,Tiramisu
Manhattan,419,40.775638573,-73.960507631,"Upper East Side, Manhattan",1,Italian Restaurant,40.772498481,-73.956994428,Caffe Buon Gusto - Manhattan
Manhattan,420,40.775638573,-73.960507631,"Upper East Side, Manhattan",1,Coffee Shop,40.773415609,-73.963963354,Flora Coffee
Manhattan,421,40.775638573,-73.960507631,"Upper East Side, Manhattan",1,Coffee Shop,40.779849615,-73.959584420,Starbucks Reserve
Manhattan,422,40.775638573,-73.960507631,"Upper East Side, Manhattan",1,Coffee Shop,40.774461,-73.955438,787 Coffee
Manhattan,423,40.775638573,-73.960507631,"Upper East Side, Manhattan",1,Coffee Shop,40.773179396,-73.964405650,Nespresso
Manhattan,424,40.775638573,-73.960507631,"Upper East Side, Manhattan",1,Pizza Place,40.778294,-73.9566,Famous Famiglia Pizza
Manhattan,425,40.775638573,-73.960507631,"Upper East Side, Manhattan",1,Italian Restaurant,40.779538,-73.959986,Caffe Grazie
Manhattan,426,40.775929850,-73.947117845,"Yorkville, Manhattan",1,Coffee Shop,40.778463800,-73.948282060,Stella & Fly
Manhattan,427,40.775929850,-73.947117845,"Yorkville, Manhattan",1,Italian Restaurant,40.775688458,-73.950570002,Nica Trattoria
Manhattan,428,40.775929850,-73.947117845,"Yorkville, Manhattan",1,Italian Restaurant,40.774866666,-73.950868086,Felice 83
Manhattan,429,40.775929850,-73.947117845,"Yorkville, Manhattan",1,Coffee Shop,40.773853096,-73.948259702,Yorkafe
Manhattan,430,40.775929850,-73.947117845,"Yorkville, Manhattan",1,Italian Restaurant,40.775205896,-73.951231983,83 1/2
Manhattan,431,40.775929850,-73.947117845,"Yorkville, Manhattan",1,Italian Restaurant,40.776544040,-73.950326316,Luna Rossa
Manhattan,432,40.775929850,-73.947117845,"Yorkville, Manhattan",1,Italian Restaurant,40.776350517,-73.952178917,Italianissimo Ristorante
Manhattan,433,40.775929850,-73.947117845,"Yorkville, Manhattan",1,Coffee Shop,40.7761234,-73.951838,Cafe Jax
Manhattan,434,40.775929850,-73.947117845,"Yorkville, Manhattan",1,Italian Restaurant,40.776782934,-73.952736408,Elio's
Manhattan,435,40.775929850,-73.947117845,"Yorkville, Manhattan",1,Pizza Place,40.778221773,-73.948425542,Luigi's Pizzeria
Manhattan,436,40.775929850,-73.947117845,"Yorkville, Manhattan",1,Coffee Shop,40.779204862,-73.947700999,Mellow Yellow - coffee & vibes
Manhattan,437,40.775929850,-73.947117845,"Yorkville, Manhattan",1,Pizza Place,40.777066811,-73.952358404,PQR
Manhattan,438,40.775929850,-73.947117845,"Yorkville, Manhattan",1,Pizza Place,40.774456982,-73.951195023,La Mia Pizza
Manhattan,439,40.775929850,-73.947117845,"Yorkville, Manhattan",1,Pizza Place,40.776753,-73.952763,Williamsburg Pizza
Manhattan,440,40.775929850,-73.947117845,"Yorkville, Manhattan",1,Coffee Shop,40.774261130,-73.951394126,Oren's Daily Roast
Manhattan,441,40.775929850,-73.947117845,"Yorkville, Manhattan",1,Italian Restaurant,40.779852190,-73.947223217,Pinocchio Ristorante
Manhattan,442,40.775929850,-73.947117845,"Yorkville, Manhattan",1,Coffee Shop,40.772356,-73.949984,Starbucks
Manhattan,443,40.768112658,-73.958859688,"Lenox Hill, Manhattan",1,Pizza Place,40.766452,-73.959905,Donna Margherita
Manhattan,444,40.768112658,-73.958859688,"Lenox Hill, Manhattan",1,Italian Restaurant,40.768912299,-73.955267868,Campagnola Restaurant
Manhattan,445,40.768112658,-73.958859688,"Lenox Hill, Manhattan",1,Coffee Shop,40.769755719,-73.962666884,Oren's Daily Roast
Manhattan,446,40.768112658,-73.958859688,"Lenox Hill, Manhattan",1,Italian Restaurant,40.768733865,-73.955330093,Delizia 73 Ristorante & Pizza
Manhattan,447,40.768112658,-73.958859688,"Lenox Hill, Manhattan",1,Coffee Shop,40.766767,-73.956515,The Coffee Inn
Manhattan,448,40.768112658,-73.958859688,"Lenox Hill, Manhattan",1,Coffee Shop,40.766417653,-73.960219313,Gotham Coffee House
Manhattan,449,40.768112658,-73.958859688,"Lenox Hill, Manhattan",1,Coffee Shop,40.769363627,-73.953597686,Oslo Coffee Roasters
Manhattan,450,40.768112658,-73.958859688,"Lenox Hill, Manhattan",1,Italian Restaurant,40.771650110,-73.956263650,The Meatball Shop
Manhattan,451,40.768112658,-73.958859688,"Lenox Hill, Manhattan",1,Coffee Shop,40.76565,-73.95779,Gregorys Coffee
Manhattan,452,40.768112658,-73.958859688,"Lenox Hill, Manhattan",1,Italian Restaurant,40.769248984,-73.963048680,Bella Blu
Manhattan,453,40.768112658,-73.958859688,"Lenox Hill, Manhattan",1,Italian Restaurant,40.769951541,-73.957485690,Bigoi Venezia
Manhattan,454,40.768112658,-73.958859688,"Lenox Hill, Manhattan",1,Pizza Place,40.766372828,-73.963125242,Oath Pizza
Manhattan,455,40.768112658,-73.958859688,"Lenox Hill, Manhattan",1,Pizza Place,40.764305367,-73.958503013,Pizza Park
Manhattan,456,40.768112658,-73.958859688,"Lenox Hill, Manhattan",1,Italian Restaurant,40.771352489,-73.959681988,Mezzaluna Restaurants
Manhattan,457,40.768112658,-73.958859688,"Lenox Hill, Manhattan",1,Coffee Shop,40.772044194,-73.960804964,Joe the Art of Coffee
Manhattan,458,40.768112658,-73.958859688,"Lenox Hill, Manhattan",1,Pizza Place,40.769293458,-73.954965933,Numero 28 Pizza
Manhattan,459,40.768112658,-73.958859688,"Lenox Hill, Manhattan",1,Italian Restaurant,40.76818,-73.9555,Nino's
Manhattan,460,40.768112658,-73.958859688,"Lenox Hill, Manhattan",1,Pizza Place,40.767125421,-73.954337518,La Crosta Restaurant & Gourmet Pizzeria
Manhattan,461,40.762159606,-73.949167692,"Roosevelt Island, Manhattan",1,Coffee Shop,40.76498,-73.953124,Starbucks
Manhattan,462,40.762159606,-73.949167692,"Roosevelt Island, Manhattan",1,Coffee Shop,40.759359546,-73.953153116,Starbucks
Manhattan,463,40.762159606,-73.949167692,"Roosevelt Island, Manhattan",1,Pizza Place,40.758964133,-73.952733709,Piccolo Pizza
Manhattan,464,40.787657999,-73.977059236,"Upper West Side, Manhattan",1,Italian Restaurant,40.786688641,-73.975737279,Celeste
Manhattan,465,40.787657999,-73.977059236,"Upper West Side, Manhattan",1,Italian Restaurant,40.788640191,-73.974281987,Pizzeria Sirenetta
Manhattan,466,40.787657999,-73.977059236,"Upper West Side, Manhattan",1,Coffee Shop,40.785767946,-73.972978229,Joe Coffee Company
Manhattan,467,40.787657999,-73.977059236,"Upper West Side, Manhattan",1,Pizza Place,40.785586234,-73.972842486,Motorino
Manhattan,468,40.787657999,-73.977059236,"Upper West Side, Manhattan",1,Italian Restaurant,40.785578293,-73.972835585,Osteria Cotta
Manhattan,469,40.787657999,-73.977059236,"Upper West Side, Manhattan",1,Coffee Shop,40.785115095,-73.976868472,Chalait
Manhattan,470,40.787657999,-73.977059236,"Upper West Side, Manhattan",1,Italian Restaurant,40.790228485,-73.975034909,Cibo E Vino
Manhattan,471,40.787657999,-73.977059236,"Upper West Side, Manhattan",1,Coffee Shop,40.783582200,-73.979369390,Irving Farm Coffee Roasters
Manhattan,472,40.787657999,-73.977059236,"Upper West Side, Manhattan",1,Coffee Shop,40.786328,-73.972547,Matto Espresso
Manhattan,473,40.787657999,-73.977059236,"Upper West Side, Manhattan",1,Italian Restaurant,40.7910963,-73.9739914,Carmine's Italian Restaurant
Manhattan,474,40.787657999,-73.977059236,"Upper West Side, Manhattan",1,Pizza Place,40.783857,-73.977491,Made In New York Pizza
Manhattan,475,40.787657999,-73.977059236,"Upper West Side, Manhattan",1,Italian Restaurant,40.787771448,-73.971462250,Bella Luna
Manhattan,476,40.773528889,-73.985337770,"Lincoln Square, Manhattan",1,Italian Restaurant,40.773413221,-73.983535039,Lincoln Ristorante
Manhattan,477,40.773528889,-73.985337770,"Lincoln Square, Manhattan",1,Italian Restaurant,40.771735001,-73.981995558,Cafe Fiorello
Manhattan,478,40.773528889,-73.985337770,"Lincoln Square, Manhattan",1,Coffee Shop,40.774991010,-73.980275513,Joe: The Art of Coffee
Manhattan,479,40.773528889,-73.985337770,"Lincoln Square, Manhattan",1,Italian Restaurant,40.776221,-73.981486,Noi Due Carne
Manhattan,480,40.773528889,-73.985337770,"Lincoln Square, Manhattan",1,Italian Restaurant,40.774431700,-73.980543546,Joanne Trattoria
Manhattan,481,40.773528889,-73.985337770,"Lincoln Square, Manhattan",1,Italian Restaurant,40.776081539,-73.981822597,Noi Due
Manhattan,482,40.773528889,-73.985337770,"Lincoln Square, Manhattan",1,Coffee Shop,40.77139241,-73.9824237,Starbucks
Manhattan,483,40.759100891,-73.996119363,"Clinton, Manhattan",1,Pizza Place,40.757312072,-73.993468645,Capizzi
Manhattan,484,40.759100891,-73.996119363,"Clinton, Manhattan",1,Coffee Shop,40.760512,-73.998985,Oslo Coffee Roasters
Manhattan,485,40.759100891,-73.996119363,"Clinton, Manhattan",1,Italian Restaurant,40.761156121,-73.998139839,La Vela Dining & Bar
Manhattan,486,40.759100891,-73.996119363,"Clinton, Manhattan",1,Coffee Shop,40.760726,-73.997724,Romeo and Juliet Coffee
Manhattan,487,40.759100891,-73.996119363,"Clinton, Manhattan",1,Italian Restaurant,40.756298138,-73.993506635,Mercato
Manhattan,488,40.759100891,-73.996119363,"Clinton, Manhattan",1,Coffee Shop,40.760233807,-73.990927427,Bird & Branch
Manhattan,489,40.759100891,-73.996119363,"Clinton, Manhattan",1,Italian Restaurant,40.762408,-73.996936,dell’anima
Manhattan,490,40.759100891,-73.996119363,"Clinton, Manhattan",1,Italian Restaurant,40.755530793,-73.994768820,Tavola
Manhattan,491,40.759100891,-73.996119363,"Clinton, Manhattan",1,Italian Restaurant,40.760222375,-73.991460905,Bocca Di Bacco
Manhattan,492,40.759100891,-73.996119363,"Clinton, Manhattan",1,Coffee Shop,40.758016952,-73.992897855,Empire Coffee & Tea
Manhattan,493,40.754691103,-73.981668827,"Midtown, Manhattan",1,Coffee Shop,40.755469781,-73.983177932,Bluestone Lane
Manhattan,494,40.754691103,-73.981668827,"Midtown, Manhattan",1,Coffee Shop,40.753027,-73.98414,Blue Bottle Coffee
Manhattan,495,40.754691103,-73.981668827,"Midtown, Manhattan",1,Pizza Place,40.752585765,-73.980459035,Stone Bridge Pizza & Salad
Manhattan,496,40.754691103,-73.981668827,"Midtown, Manhattan",1,Coffee Shop,40.753461101,-73.984307206,Joe Coffee Company
Manhattan,497,40.754691103,-73.981668827,"Midtown, Manhattan",1,Coffee Shop,40.753602694,-73.985503614,La Colombe Torrefaction
Manhattan,498,40.748303077,-73.978332079,"Murray Hill, Manhattan",1,Coffee Shop,40.747768,-73.977363,Perk Kafe
Manhattan,499,40.748303077,-73.978332079,"Murray Hill, Manhattan",1,Italian Restaurant,40.746863372,-73.980619529,Villa Berulia
Manhattan,500,40.748303077,-73.978332079,"Murray Hill, Manhattan",1,Italian Restaurant,40.749056388,-73.979029291,Rossinis
Manhattan,501,40.748303077,-73.978332079,"Murray Hill, Manhattan",1,Coffee Shop,40.748754,-73.977916,Lucid Cafe
Manhattan,502,40.748303077,-73.978332079,"Murray Hill, Manhattan",1,Coffee Shop,40.750501527,-73.977725759,Matto Espresso
Manhattan,503,40.748303077,-73.978332079,"Murray Hill, Manhattan",1,Coffee Shop,40.751419279,-73.979767701,Taylor St. Baristas
Manhattan,504,40.748303077,-73.978332079,"Murray Hill, Manhattan",1,Pizza Place,40.745068176,-73.975666057,Garlic New York Pizza Bar
Manhattan,505,40.748303077,-73.978332079,"Murray Hill, Manhattan",1,Italian Restaurant,40.749868249,-73.981466946,Piccolo Cafe
Manhattan,506,40.748303077,-73.978332079,"Murray Hill, Manhattan",1,Coffee Shop,40.75218,-73.97824,Blue Bottle Coffee
Manhattan,507,40.748303077,-73.978332079,"Murray Hill, Manhattan",1,Pizza Place,40.744509450,-73.981176522,Vezzo Thin Crust Pizza
Manhattan,508,40.744034707,-74.003116335,"Chelsea, Manhattan",1,Italian Restaurant,40.745988472,-74.001685523,The Meatball Shop
Manhattan,509,40.744034707,-74.003116335,"Chelsea, Manhattan",1,Coffee Shop,40.745925924,-74.005376343,Intelligentsia Coffee
Manhattan,510,40.744034707,-74.003116335,"Chelsea, Manhattan",1,Coffee Shop,40.741661588,-74.005079828,Starbucks Reserve Roastery
Manhattan,511,40.744034707,-74.003116335,"Chelsea, Manhattan",1,Italian Restaurant,40.742095,-74.0055867,Cappone’s Salumeria
Manhattan,512,40.744034707,-74.003116335,"Chelsea, Manhattan",1,Coffee Shop,40.742236560,-74.006157860,Ninth Street Espresso
Manhattan,513,40.744034707,-74.003116335,"Chelsea, Manhattan",1,Italian Restaurant,40.743439045,-74.007448987,Del Posto
Manhattan,514,40.744034707,-74.003116335,"Chelsea, Manhattan",1,Pizza Place,40.743986199,-74.006662364,Artichoke Basille's Pizza & Bar
Manhattan,515,40.744034707,-74.003116335,"Chelsea, Manhattan",1,Coffee Shop,40.740998938,-74.003205044,Terremoto
Manhattan,516,40.744034707,-74.003116335,"Chelsea, Manhattan",1,Coffee Shop,40.742472642,-74.006982385,Blue Bottle Coffee
Manhattan,517,40.744034707,-74.003116335,"Chelsea, Manhattan",1,Coffee Shop,40.746135440,-74.006063991,Underline Coffee
Manhattan,518,40.744034707,-74.003116335,"Chelsea, Manhattan",1,Coffee Shop,40.743854,-73.99977,St Kilda Coffee
Manhattan,519,40.744034707,-74.003116335,"Chelsea, Manhattan",1,Italian Restaurant,40.746769273,-74.005193710,Pepe Giallo
Manhattan,520,40.744034707,-74.003116335,"Chelsea, Manhattan",1,Italian Restaurant,40.744468413,-73.999089110,Momofuku Nishi
Manhattan,521,40.726932885,-73.999914029,"Greenwich Village, Manhattan",1,Italian Restaurant,40.727903272,-74.000136359,Carbone
Manhattan,522,40.726932885,-73.999914029,"Greenwich Village, Manhattan",1,Coffee Shop,40.725819641,-74.001191854,La Colombe Torrefaction
Manhattan,523,40.726932885,-73.999914029,"Greenwich Village, Manhattan",1,Italian Restaurant,40.726036488,-74.001507123,Coco Pazzo Kitchen & Restaurant
Manhattan,524,40.726932885,-73.999914029,"Greenwich Village, Manhattan",1,Italian Restaurant,40.726397164,-74.002112532,Piccola Cucina Enoteca
Manhattan,525,40.726932885,-73.999914029,"Greenwich Village, Manhattan",1,Italian Restaurant,40.727576674,-74.000094988,Lupa
Manhattan,526,40.726932885,-73.999914029,"Greenwich Village, Manhattan",1,Italian Restaurant,40.727226,-74.001595,Pepe Rosso To Go
Manhattan,527,40.726932885,-73.999914029,"Greenwich Village, Manhattan",1,Italian Restaurant,40.728044,-74.001814,Song' e Napule Pizzeria
Manhattan,528,40.726932885,-73.999914029,"Greenwich Village, Manhattan",1,Italian Restaurant,40.728543776,-73.999833880,Carroll Place
Manhattan,529,40.726932885,-73.999914029,"Greenwich Village, Manhattan",1,Pizza Place,40.727498318,-74.002724170,Emmett's
Manhattan,530,40.726932885,-73.999914029,"Greenwich Village, Manhattan",1,Italian Restaurant,40.728847021,-74.001621669,Dante NYC
Manhattan,531,40.726932885,-73.999914029,"Greenwich Village, Manhattan",1,Italian Restaurant,40.727802,-74.00285,Charlie Bird
Manhattan,532,40.726932885,-73.999914029,"Greenwich Village, Manhattan",1,Italian Restaurant,40.725222953,-74.002594149,San Carlo Osteria Piemonte
Manhattan,533,40.726932885,-73.999914029,"Greenwich Village, Manhattan",1,Italian Restaurant,40.726375,-74.003369,Bar Ciccio Alimentari
Manhattan,534,40.726932885,-73.999914029,"Greenwich Village, Manhattan",1,Italian Restaurant,40.728582244,-74.001879428,Tiro A Segno
Manhattan,535,40.726932885,-73.999914029,"Greenwich Village, Manhattan",1,Coffee Shop,40.729483331,-74.001722050,Porto Rico Importing Co.
Manhattan,536,40.727846777,-73.982226165,"East Village, Manhattan",1,Coffee Shop,40.727071764,-73.980107009,Ninth Street Espresso
Manhattan,537,40.727846777,-73.982226165,"East Village, Manhattan",1,Pizza Place,40.728916202,-73.984056214,Joe & Pat's Pizzeria and Restaurant
Manhattan,538,40.727846777,-73.982226165,"East Village, Manhattan",1,Pizza Place,40.729359366,-73.981140709,Baker's Pizza
Manhattan,539,40.727846777,-73.982226165,"East Village, Manhattan",1,Pizza Place,40.727464105,-73.982514888,Village Square Pizza
Manhattan,540,40.727846777,-73.982226165,"East Village, Manhattan",1,Italian Restaurant,40.730032,-73.983304,Hearth
Manhattan,541,40.727846777,-73.982226165,"East Village, Manhattan",1,Pizza Place,40.730161733,-73.983936025,Motorino
Manhattan,542,40.727846777,-73.982226165,"East Village, Manhattan",1,Italian Restaurant,40.726241985,-73.984114249,Giano Restaurant
Manhattan,543,40.727846777,-73.982226165,"East Village, Manhattan",1,Italian Restaurant,40.727110622,-73.980267604,Gnocco
Manhattan,544,40.727846777,-73.982226165,"East Village, Manhattan",1,Coffee Shop,40.725122,-73.981602,C & B Cafe
Manhattan,545,40.717806749,-73.980890320,"Lower East Side, Manhattan",1,Coffee Shop,40.719140060,-73.985223728,Blue Bottle Coffee
Manhattan,546,40.717806749,-73.980890320,"Lower East Side, Manhattan",1,Italian Restaurant,40.719455116,-73.984915201,Speedy Romeo LES
Manhattan,547,40.717806749,-73.980890320,"Lower East Side, Manhattan",1,Coffee Shop,40.718997509,-73.984652218,Black Cat Coffee
Manhattan,548,40.717806749,-73.980890320,"Lower East Side, Manhattan",1,Pizza Place,40.721326,-73.98404,BigA
Manhattan,549,40.717806749,-73.980890320,"Lower East Side, Manhattan",1,Pizza Place,40.720775846,-73.984224273,Rizzo's Fine Pizza
Manhattan,550,40.717806749,-73.980890320,"Lower East Side, Manhattan",1,Coffee Shop,40.716885,-73.98568,GrandLo Cafe
Manhattan,551,40.717806749,-73.980890320,"Lower East Side, Manhattan",1,Pizza Place,40.714503237,-73.981661940,A-1 Pizza
Manhattan,552,40.721521967,-74.010683286,"Tribeca, Manhattan",1,Italian Restaurant,40.719981,-74.010002,Locanda Verde
Manhattan,553,40.721521967,-74.010683286,"Tribeca, Manhattan",1,Coffee Shop,40.720849432,-74.010015286,Kaffe 1668
Manhattan,554,40.721521967,-74.010683286,"Tribeca, Manhattan",1,Coffee Shop,40.717394453,-74.010103246,Laughing Man Coffee & Tea
Manhattan,555,40.721521967,-74.010683286,"Tribeca, Manhattan",1,Italian Restaurant,40.720911200,-74.005152423,Pepolino
Manhattan,556,40.721521967,-74.010683286,"Tribeca, Manhattan",1,Coffee Shop,40.723175,-74.006471,Blue Bottle Coffee
Manhattan,557,40.721521967,-74.010683286,"Tribeca, Manhattan",1,Italian Restaurant,40.718655479,-74.006215077,Tutto Il Giorno Tribeca
Manhattan,558,40.721521967,-74.010683286,"Tribeca, Manhattan",1,Italian Restaurant,40.717300201,-74.010687992,Gigino Trattoria
Manhattan,559,40.719323794,-73.997304672,"Little Italy, Manhattan",1,Coffee Shop,40.720647743,-73.997125049,Happy Bones
Manhattan,560,40.719323794,-73.997304672,"Little Italy, Manhattan",1,Pizza Place,40.7210784,-73.9967554,Pasquale Jones
Manhattan,561,40.719323794,-73.997304672,"Little Italy, Manhattan",1,Pizza Place,40.721637542,-73.997470022,Champion Pizza
Manhattan,562,40.719323794,-73.997304672,"Little Italy, Manhattan",1,Italian Restaurant,40.72199,-73.99779,Osteria Morini
Manhattan,563,40.719323794,-73.997304672,"Little Italy, Manhattan",1,Italian Restaurant,40.722706255,-73.995957198,Rubirosa Ristorante
Manhattan,564,40.719323794,-73.997304672,"Little Italy, Manhattan",1,Italian Restaurant,40.721721970,-73.994450441,Peasant
Manhattan,565,40.722183841,-74.000656670,"Soho, Manhattan",1,Italian Restaurant,40.72199,-73.99779,Osteria Morini
Manhattan,566,40.722183841,-74.000656670,"Soho, Manhattan",1,Pizza Place,40.721637542,-73.997470022,Champion Pizza
Manhattan,567,40.722183841,-74.000656670,"Soho, Manhattan",1,Coffee Shop,40.720647743,-73.997125049,Happy Bones
Manhattan,568,40.722183841,-74.000656670,"Soho, Manhattan",1,Pizza Place,40.7210784,-73.9967554,Pasquale Jones
Manhattan,569,40.722183841,-74.000656670,"Soho, Manhattan",1,Italian Restaurant,40.725222953,-74.002594149,San Carlo Osteria Piemonte
Manhattan,570,40.722183841,-74.000656670,"Soho, Manhattan",1,Italian Restaurant,40.723400984,-73.996769476,Sant Ambroeus
Manhattan,571,40.722183841,-74.000656670,"Soho, Manhattan",1,Coffee Shop,40.719829,-74.003854,La Colombe Torrefaction
Manhattan,572,40.734433936,-74.006179981,"West Village, Manhattan",1,Italian Restaurant,40.733887818,-74.005114483,L'Artusi
Manhattan,573,40.734433936,-74.006179981,"West Village, Manhattan",1,Italian Restaurant,40.733347779,-74.004947193,I Sodi
Manhattan,574,40.734433936,-74.006179981,"West Village, Manhattan",1,Coffee Shop,40.734157198,-74.007449448,The ELK
Manhattan,575,40.734433936,-74.006179981,"West Village, Manhattan",1,Italian Restaurant,40.733203020,-74.005426110,Fiaschetteria Pistoia
Manhattan,576,40.734433936,-74.006179981,"West Village, Manhattan",1,Coffee Shop,40.733862642,-74.005523653,Oslo Coffee Roasters
Manhattan,577,40.734433936,-74.006179981,"West Village, Manhattan",1,Italian Restaurant,40.733052141,-74.003572992,Via Carota
Manhattan,578,40.734433936,-74.006179981,"West Village, Manhattan",1,Italian Restaurant,40.732808160,-74.008522140,Malatesta Trattoria
Manhattan,579,40.734433936,-74.006179981,"West Village, Manhattan",1,Italian Restaurant,40.735479131,-74.003347726,Sant Ambroeus West Village
Manhattan,580,40.734433936,-74.006179981,"West Village, Manhattan",1,Italian Restaurant,40.736859,-74.008093,Malaparte
Manhattan,581,40.734433936,-74.006179981,"West Village, Manhattan",1,Coffee Shop,40.734913488,-74.002050733,Partners Coffee Roasters
Manhattan,582,40.734433936,-74.006179981,"West Village, Manhattan",1,Italian Restaurant,40.732863597,-74.007543924,Gaetana's Cucina Italiana
Manhattan,583,40.734433936,-74.006179981,"West Village, Manhattan",1,Pizza Place,40.731731668,-74.003267349,John's of Bleecker Street
Manhattan,584,40.734433936,-74.006179981,"West Village, Manhattan",1,Italian Restaurant,40.735334339,-74.001721058,Morandi
Manhattan,585,40.797307042,-73.964286177,"Manhattan Valley, Manhattan",1,Italian Restaurant,40.798824820,-73.961792983,Osteria 106
Manhattan,586,40.797307042,-73.964286177,"Manhattan Valley, Manhattan",1,Coffee Shop,40.79536902,-73.96558901,Starbucks
Manhattan,587,40.797307042,-73.964286177,"Manhattan Valley, Manhattan",1,Pizza Place,40.80078,-73.967626,Mama's Too
Manhattan,588,40.797307042,-73.964286177,"Manhattan Valley, Manhattan",1,Coffee Shop,40.800190972,-73.968066229,Plowshares Coffee Bloomingdale
Manhattan,589,40.797307042,-73.964286177,"Manhattan Valley, Manhattan",1,Pizza Place,40.798630822,-73.967510946,Buchetta Brick Oven Pizza
Manhattan,590,40.797307042,-73.964286177,"Manhattan Valley, Manhattan",1,Pizza Place,40.798347010,-73.969134454,Sal & Carmine's Pizza
Manhattan,591,40.797307042,-73.964286177,"Manhattan Valley, Manhattan",1,Coffee Shop,40.79888,-73.96837,Starbucks
Manhattan,592,40.807999738,-73.963896279,"Morningside Heights, Manhattan",1,Coffee Shop,40.810042436,-73.962020158,Joe Coffee Company
Manhattan,593,40.807999738,-73.963896279,"Morningside Heights, Manhattan",1,Coffee Shop,40.805265795,-73.966202746,Hex & Company
Manhattan,594,40.807999738,-73.963896279,"Morningside Heights, Manhattan",1,Coffee Shop,40.803561934,-73.963475014,The Hungarian Pastry Shop
Manhattan,595,40.807999738,-73.963896279,"Morningside Heights, Manhattan",1,Pizza Place,40.804509241,-73.966439367,Koronet Pizza
Manhattan,596,40.737209833,-73.981375948,"Gramercy, Manhattan",1,Coffee Shop,40.736636600,-73.981761741,Citizens of Gramercy
Manhattan,597,40.737209833,-73.981375948,"Gramercy, Manhattan",1,Coffee Shop,40.738156313,-73.983742110,Think Coffee
Manhattan,598,40.737209833,-73.981375948,"Gramercy, Manhattan",1,Pizza Place,40.734736528,-73.983049384,Posto
Manhattan,599,40.737209833,-73.981375948,"Gramercy, Manhattan",1,Pizza Place,40.736933829,-73.984488614,Lunetta Pizza
Manhattan,600,40.737209833,-73.981375948,"Gramercy, Manhattan",1,Pizza Place,40.736031129,-73.979159898,Frank's Trattoria
Manhattan,601,40.737209833,-73.981375948,"Gramercy, Manhattan",1,Italian Restaurant,40.738441915,-73.985610050,Maialino
Manhattan,602,40.737209833,-73.981375948,"Gramercy, Manhattan",1,Italian Restaurant,40.735146542,-73.985814850,Follia
Manhattan,603,40.737209833,-73.981375948,"Gramercy, Manhattan",1,Italian Restaurant,40.738352,-73.983848,Lamarca Pasta
Manhattan,604,40.737209833,-73.981375948,"Gramercy, Manhattan",1,Italian Restaurant,40.739815,-73.979263,Patrizia's of Manhattan
Manhattan,605,40.737209833,-73.981375948,"Gramercy, Manhattan",1,Pizza Place,40.740574231,-73.981948257,La Vera Pizzeria
Manhattan,606,40.737209833,-73.981375948,"Gramercy, Manhattan",1,Italian Restaurant,40.741571844,-73.981355810,Coppola's
Manhattan,607,40.737209833,-73.981375948,"Gramercy, Manhattan",1,Coffee Shop,40.739720827,-73.977375619,Proof Coffee
Manhattan,608,40.711931984,-74.016869305,"Battery Park City, Manhattan",1,Coffee Shop,40.713283601,-74.015854482,Le District Coffee
Manhattan,609,40.711931984,-74.016869305,"Battery Park City, Manhattan",1,Coffee Shop,40.71417,-74.015434,Starbucks Reserve
Manhattan,610,40.711931984,-74.016869305,"Battery Park City, Manhattan",1,Coffee Shop,40.71224,-74.014915,For Five Coffee Roasters
Manhattan,611,40.711931984,-74.016869305,"Battery Park City, Manhattan",1,Italian Restaurant,40.714513918,-74.016263771,Parm
Manhattan,612,40.711931984,-74.016869305,"Battery Park City, Manhattan",1,Coffee Shop,40.710589013,-74.012371302,Blue Bottle Coffee
Manhattan,613,40.711931984,-74.016869305,"Battery Park City, Manhattan",1,Pizza Place,40.710566584,-74.012493968,La Pizza & La Pasta
