BoroName,Borough,F1,Geometry,Latitude (generated),Latitude,Longitude (generated),Longitude,Neighborhood,Number of Records,hood
Downtown Toronto,Downtown Toronto,30,MULTIPOLYGON,43.66838179,43.6532057,-79.36705511,-79.4000493,Kensington Market / Chinatown / Grange Park-Toronto,1,Cabbagetown-South St.James Town
Downtown Toronto,Downtown Toronto,27,MULTIPOLYGON,43.66838179,43.6626956,-79.36705511,-79.4000493,University of Toronto / Harbord-Toronto,1,Cabbagetown-South St.James Town
Downtown Toronto,Downtown Toronto,16,MULTIPOLYGON,43.66838179,43.6481985,-79.36705511,-79.3798169,Commerce Court / Victoria Hotel-Toronto,1,Cabbagetown-South St.James Town
Downtown Toronto,Downtown Toronto,13,MULTIPOLYGON,43.66838179,43.6471768,-79.36705511,-79.3815764,Toronto Dominion Centre / Design Exchange-Toronto,1,Cabbagetown-South St.James Town
Downtown Toronto,Downtown Toronto,10,MULTIPOLYGON,43.66838179,43.6408157,-79.36705511,-79.3817523,Harbourfront East / Union Station / Toronto Islands-Toronto,1,Cabbagetown-South St.James Town
Downtown Toronto,Downtown Toronto,8,MULTIPOLYGON,43.66838179,43.6505712,-79.36705511,-79.3845675,Richmond / Adelaide / King-Toronto,1,Cabbagetown-South St.James Town
Downtown Toronto,Downtown Toronto,7,MULTIPOLYGON,43.66838179,43.669542,-79.36705511,-79.4225637,Christie-Toronto,1,Cabbagetown-South St.James Town
Downtown Toronto,Downtown Toronto,6,MULTIPOLYGON,43.66838179,43.6579524,-79.36705511,-79.3873826,Central Bay Street-Toronto,1,Cabbagetown-South St.James Town
Downtown Toronto,Downtown Toronto,5,MULTIPOLYGON,43.66838179,43.6447708,-79.36705511,-79.3733064,Berczy Park-Toronto,1,Cabbagetown-South St.James Town
Downtown Toronto,Downtown Toronto,3,MULTIPOLYGON,43.66838179,43.6514939,-79.36705511,-79.3754179,St. James Town-Toronto,1,Cabbagetown-South St.James Town
Downtown Toronto,Downtown Toronto,2,MULTIPOLYGON,43.66838179,43.6571618,-79.36705511,-79.3789371,"Garden District, Ryerson-Toronto",1,Cabbagetown-South St.James Town
Downtown Toronto,Downtown Toronto,1,MULTIPOLYGON,43.66838179,43.6623015,-79.36705511,-79.3894938,Queen's Park / Ontario Provincial Government-Toronto,1,Cabbagetown-South St.James Town
Downtown Toronto,Downtown Toronto,0,MULTIPOLYGON,43.66838179,43.6542599,-79.36705511,-79.3606359,Regent Park / Harbourfront-Toronto,1,Cabbagetown-South St.James Town
Downtown Toronto,Downtown Toronto,37,MULTIPOLYGON,43.68834285,43.6658599,-79.39843777,-79.3831599,Church and Wellesley-Toronto,1,Yonge-St.Clair
Downtown Toronto,Downtown Toronto,36,MULTIPOLYGON,43.68834285,43.6484292,-79.39843777,-79.3822802,First Canadian Place / Underground city-Toronto,1,Yonge-St.Clair
Downtown Toronto,Downtown Toronto,35,MULTIPOLYGON,43.68834285,43.667967,-79.39843777,-79.3676753,St. James Town / Cabbagetown-Toronto,1,Yonge-St.Clair
Downtown Toronto,Downtown Toronto,34,MULTIPOLYGON,43.68834285,43.6464352,-79.39843777,-79.374846,Stn A PO Boxes-Toronto,1,Yonge-St.Clair
Downtown Toronto,Downtown Toronto,33,MULTIPOLYGON,43.68834285,43.6795626,-79.39843777,-79.3775294,Rosedale-Toronto,1,Yonge-St.Clair
Downtown Toronto,Downtown Toronto,32,MULTIPOLYGON,43.68834285,43.6289467,-79.39843777,-79.3944199,CN Tower / King and Spadina / Railway Lands / Harbourfront West / Bathurst  Quay / South Niagara / Island airport-Toronto,1,Yonge-St.Clair
Downtown Toronto,Downtown Toronto,30,MULTIPOLYGON,43.68834285,43.6532057,-79.39843777,-79.4000493,Kensington Market / Chinatown / Grange Park-Toronto,1,Yonge-St.Clair
Downtown Toronto,Downtown Toronto,27,MULTIPOLYGON,43.68834285,43.6626956,-79.39843777,-79.4000493,University of Toronto / Harbord-Toronto,1,Yonge-St.Clair
Downtown Toronto,Downtown Toronto,16,MULTIPOLYGON,43.68834285,43.6481985,-79.39843777,-79.3798169,Commerce Court / Victoria Hotel-Toronto,1,Yonge-St.Clair
Downtown Toronto,Downtown Toronto,13,MULTIPOLYGON,43.68834285,43.6471768,-79.39843777,-79.3815764,Toronto Dominion Centre / Design Exchange-Toronto,1,Yonge-St.Clair
Downtown Toronto,Downtown Toronto,10,MULTIPOLYGON,43.68834285,43.6408157,-79.39843777,-79.3817523,Harbourfront East / Union Station / Toronto Islands-Toronto,1,Yonge-St.Clair
Downtown Toronto,Downtown Toronto,8,MULTIPOLYGON,43.68834285,43.6505712,-79.39843777,-79.3845675,Richmond / Adelaide / King-Toronto,1,Yonge-St.Clair
Downtown Toronto,Downtown Toronto,7,MULTIPOLYGON,43.68834285,43.669542,-79.39843777,-79.4225637,Christie-Toronto,1,Yonge-St.Clair
Downtown Toronto,Downtown Toronto,6,MULTIPOLYGON,43.68834285,43.6579524,-79.39843777,-79.3873826,Central Bay Street-Toronto,1,Yonge-St.Clair
Downtown Toronto,Downtown Toronto,5,MULTIPOLYGON,43.68834285,43.6447708,-79.39843777,-79.3733064,Berczy Park-Toronto,1,Yonge-St.Clair
Downtown Toronto,Downtown Toronto,3,MULTIPOLYGON,43.68834285,43.6514939,-79.39843777,-79.3754179,St. James Town-Toronto,1,Yonge-St.Clair
Downtown Toronto,Downtown Toronto,2,MULTIPOLYGON,43.68834285,43.6571618,-79.39843777,-79.3789371,"Garden District, Ryerson-Toronto",1,Yonge-St.Clair
Downtown Toronto,Downtown Toronto,1,MULTIPOLYGON,43.68834285,43.6623015,-79.39843777,-79.3894938,Queen's Park / Ontario Provincial Government-Toronto,1,Yonge-St.Clair
Downtown Toronto,Downtown Toronto,0,MULTIPOLYGON,43.68834285,43.6542599,-79.39843777,-79.3606359,Regent Park / Harbourfront-Toronto,1,Yonge-St.Clair
Downtown Toronto,Downtown Toronto,37,MULTIPOLYGON,43.70401504,43.6658599,-79.39398653,-79.3831599,Church and Wellesley-Toronto,1,Mount Pleasant West
Downtown Toronto,Downtown Toronto,36,MULTIPOLYGON,43.70401504,43.6484292,-79.39398653,-79.3822802,First Canadian Place / Underground city-Toronto,1,Mount Pleasant West
Downtown Toronto,Downtown Toronto,35,MULTIPOLYGON,43.70401504,43.667967,-79.39398653,-79.3676753,St. James Town / Cabbagetown-Toronto,1,Mount Pleasant West
Downtown Toronto,Downtown Toronto,34,MULTIPOLYGON,43.70401504,43.6464352,-79.39398653,-79.374846,Stn A PO Boxes-Toronto,1,Mount Pleasant West
Downtown Toronto,Downtown Toronto,33,MULTIPOLYGON,43.70401504,43.6795626,-79.39398653,-79.3775294,Rosedale-Toronto,1,Mount Pleasant West
Downtown Toronto,Downtown Toronto,32,MULTIPOLYGON,43.70401504,43.6289467,-79.39398653,-79.3944199,CN Tower / King and Spadina / Railway Lands / Harbourfront West / Bathurst  Quay / South Niagara / Island airport-Toronto,1,Mount Pleasant West
Downtown Toronto,Downtown Toronto,30,MULTIPOLYGON,43.70401504,43.6532057,-79.39398653,-79.4000493,Kensington Market / Chinatown / Grange Park-Toronto,1,Mount Pleasant West
Downtown Toronto,Downtown Toronto,27,MULTIPOLYGON,43.70401504,43.6626956,-79.39398653,-79.4000493,University of Toronto / Harbord-Toronto,1,Mount Pleasant West
Downtown Toronto,Downtown Toronto,16,MULTIPOLYGON,43.70401504,43.6481985,-79.39398653,-79.3798169,Commerce Court / Victoria Hotel-Toronto,1,Mount Pleasant West
Downtown Toronto,Downtown Toronto,13,MULTIPOLYGON,43.70401504,43.6471768,-79.39398653,-79.3815764,Toronto Dominion Centre / Design Exchange-Toronto,1,Mount Pleasant West
Downtown Toronto,Downtown Toronto,10,MULTIPOLYGON,43.70401504,43.6408157,-79.39398653,-79.3817523,Harbourfront East / Union Station / Toronto Islands-Toronto,1,Mount Pleasant West
Downtown Toronto,Downtown Toronto,8,MULTIPOLYGON,43.70401504,43.6505712,-79.39398653,-79.3845675,Richmond / Adelaide / King-Toronto,1,Mount Pleasant West
Downtown Toronto,Downtown Toronto,7,MULTIPOLYGON,43.70401504,43.669542,-79.39398653,-79.4225637,Christie-Toronto,1,Mount Pleasant West
Downtown Toronto,Downtown Toronto,6,MULTIPOLYGON,43.70401504,43.6579524,-79.39398653,-79.3873826,Central Bay Street-Toronto,1,Mount Pleasant West
Downtown Toronto,Downtown Toronto,5,MULTIPOLYGON,43.70401504,43.6447708,-79.39398653,-79.3733064,Berczy Park-Toronto,1,Mount Pleasant West
Downtown Toronto,Downtown Toronto,3,MULTIPOLYGON,43.70401504,43.6514939,-79.39398653,-79.3754179,St. James Town-Toronto,1,Mount Pleasant West
Downtown Toronto,Downtown Toronto,2,MULTIPOLYGON,43.70401504,43.6571618,-79.39398653,-79.3789371,"Garden District, Ryerson-Toronto",1,Mount Pleasant West
Downtown Toronto,Downtown Toronto,1,MULTIPOLYGON,43.70401504,43.6623015,-79.39398653,-79.3894938,Queen's Park / Ontario Provincial Government-Toronto,1,Mount Pleasant West
Downtown Toronto,Downtown Toronto,0,MULTIPOLYGON,43.70401504,43.6542599,-79.39398653,-79.3606359,Regent Park / Harbourfront-Toronto,1,Mount Pleasant West
Downtown Toronto,Downtown Toronto,37,MULTIPOLYGON,43.66000221,43.6658599,-79.3601877,-79.3831599,Church and Wellesley-Toronto,1,Regent Park
Downtown Toronto,Downtown Toronto,36,MULTIPOLYGON,43.66000221,43.6484292,-79.3601877,-79.3822802,First Canadian Place / Underground city-Toronto,1,Regent Park
Downtown Toronto,Downtown Toronto,35,MULTIPOLYGON,43.66000221,43.667967,-79.3601877,-79.3676753,St. James Town / Cabbagetown-Toronto,1,Regent Park
Downtown Toronto,Downtown Toronto,34,MULTIPOLYGON,43.66000221,43.6464352,-79.3601877,-79.374846,Stn A PO Boxes-Toronto,1,Regent Park
Downtown Toronto,Downtown Toronto,33,MULTIPOLYGON,43.66000221,43.6795626,-79.3601877,-79.3775294,Rosedale-Toronto,1,Regent Park
Downtown Toronto,Downtown Toronto,32,MULTIPOLYGON,43.66000221,43.6289467,-79.3601877,-79.3944199,CN Tower / King and Spadina / Railway Lands / Harbourfront West / Bathurst  Quay / South Niagara / Island airport-Toronto,1,Regent Park
Downtown Toronto,Downtown Toronto,30,MULTIPOLYGON,43.66000221,43.6532057,-79.3601877,-79.4000493,Kensington Market / Chinatown / Grange Park-Toronto,1,Regent Park
Downtown Toronto,Downtown Toronto,27,MULTIPOLYGON,43.66000221,43.6626956,-79.3601877,-79.4000493,University of Toronto / Harbord-Toronto,1,Regent Park
Downtown Toronto,Downtown Toronto,16,MULTIPOLYGON,43.66000221,43.6481985,-79.3601877,-79.3798169,Commerce Court / Victoria Hotel-Toronto,1,Regent Park
Downtown Toronto,Downtown Toronto,13,MULTIPOLYGON,43.66000221,43.6471768,-79.3601877,-79.3815764,Toronto Dominion Centre / Design Exchange-Toronto,1,Regent Park
Downtown Toronto,Downtown Toronto,10,MULTIPOLYGON,43.66000221,43.6408157,-79.3601877,-79.3817523,Harbourfront East / Union Station / Toronto Islands-Toronto,1,Regent Park
Downtown Toronto,Downtown Toronto,8,MULTIPOLYGON,43.66000221,43.6505712,-79.3601877,-79.3845675,Richmond / Adelaide / King-Toronto,1,Regent Park
Downtown Toronto,Downtown Toronto,7,MULTIPOLYGON,43.66000221,43.669542,-79.3601877,-79.4225637,Christie-Toronto,1,Regent Park
Downtown Toronto,Downtown Toronto,6,MULTIPOLYGON,43.66000221,43.6579524,-79.3601877,-79.3873826,Central Bay Street-Toronto,1,Regent Park
Downtown Toronto,Downtown Toronto,5,MULTIPOLYGON,43.66000221,43.6447708,-79.3601877,-79.3733064,Berczy Park-Toronto,1,Regent Park
Downtown Toronto,Downtown Toronto,3,MULTIPOLYGON,43.66000221,43.6514939,-79.3601877,-79.3754179,St. James Town-Toronto,1,Regent Park
Downtown Toronto,Downtown Toronto,2,MULTIPOLYGON,43.66000221,43.6571618,-79.3601877,-79.3789371,"Garden District, Ryerson-Toronto",1,Regent Park
Downtown Toronto,Downtown Toronto,1,MULTIPOLYGON,43.66000221,43.6623015,-79.3601877,-79.3894938,Queen's Park / Ontario Provincial Government-Toronto,1,Regent Park
Downtown Toronto,Downtown Toronto,0,MULTIPOLYGON,43.66000221,43.6542599,-79.3601877,-79.3606359,Regent Park / Harbourfront-Toronto,1,Regent Park
Downtown Toronto,Downtown Toronto,37,MULTIPOLYGON,43.67549636,43.6658599,-79.33780302,-79.3831599,Church and Wellesley-Toronto,1,Blake-Jones
Downtown Toronto,Downtown Toronto,36,MULTIPOLYGON,43.67549636,43.6484292,-79.33780302,-79.3822802,First Canadian Place / Underground city-Toronto,1,Blake-Jones
Downtown Toronto,Downtown Toronto,35,MULTIPOLYGON,43.67549636,43.667967,-79.33780302,-79.3676753,St. James Town / Cabbagetown-Toronto,1,Blake-Jones
Downtown Toronto,Downtown Toronto,34,MULTIPOLYGON,43.67549636,43.6464352,-79.33780302,-79.374846,Stn A PO Boxes-Toronto,1,Blake-Jones
Downtown Toronto,Downtown Toronto,33,MULTIPOLYGON,43.67549636,43.6795626,-79.33780302,-79.3775294,Rosedale-Toronto,1,Blake-Jones
Downtown Toronto,Downtown Toronto,32,MULTIPOLYGON,43.67549636,43.6289467,-79.33780302,-79.3944199,CN Tower / King and Spadina / Railway Lands / Harbourfront West / Bathurst  Quay / South Niagara / Island airport-Toronto,1,Blake-Jones
Downtown Toronto,Downtown Toronto,30,MULTIPOLYGON,43.67549636,43.6532057,-79.33780302,-79.4000493,Kensington Market / Chinatown / Grange Park-Toronto,1,Blake-Jones
Downtown Toronto,Downtown Toronto,27,MULTIPOLYGON,43.67549636,43.6626956,-79.33780302,-79.4000493,University of Toronto / Harbord-Toronto,1,Blake-Jones
Downtown Toronto,Downtown Toronto,16,MULTIPOLYGON,43.67549636,43.6481985,-79.33780302,-79.3798169,Commerce Court / Victoria Hotel-Toronto,1,Blake-Jones
Downtown Toronto,Downtown Toronto,13,MULTIPOLYGON,43.67549636,43.6471768,-79.33780302,-79.3815764,Toronto Dominion Centre / Design Exchange-Toronto,1,Blake-Jones
Downtown Toronto,Downtown Toronto,10,MULTIPOLYGON,43.67549636,43.6408157,-79.33780302,-79.3817523,Harbourfront East / Union Station / Toronto Islands-Toronto,1,Blake-Jones
Downtown Toronto,Downtown Toronto,8,MULTIPOLYGON,43.67549636,43.6505712,-79.33780302,-79.3845675,Richmond / Adelaide / King-Toronto,1,Blake-Jones
Downtown Toronto,Downtown Toronto,7,MULTIPOLYGON,43.67549636,43.669542,-79.33780302,-79.4225637,Christie-Toronto,1,Blake-Jones
Downtown Toronto,Downtown Toronto,6,MULTIPOLYGON,43.67549636,43.6579524,-79.33780302,-79.3873826,Central Bay Street-Toronto,1,Blake-Jones
Downtown Toronto,Downtown Toronto,5,MULTIPOLYGON,43.67549636,43.6447708,-79.33780302,-79.3733064,Berczy Park-Toronto,1,Blake-Jones
Downtown Toronto,Downtown Toronto,3,MULTIPOLYGON,43.67549636,43.6514939,-79.33780302,-79.3754179,St. James Town-Toronto,1,Blake-Jones
Downtown Toronto,Downtown Toronto,2,MULTIPOLYGON,43.67549636,43.6571618,-79.33780302,-79.3789371,"Garden District, Ryerson-Toronto",1,Blake-Jones
Downtown Toronto,Downtown Toronto,1,MULTIPOLYGON,43.67549636,43.6623015,-79.33780302,-79.3894938,Queen's Park / Ontario Provincial Government-Toronto,1,Blake-Jones
Downtown Toronto,Downtown Toronto,0,MULTIPOLYGON,43.67549636,43.6542599,-79.33780302,-79.3606359,Regent Park / Harbourfront-Toronto,1,Blake-Jones
Downtown Toronto,Downtown Toronto,37,MULTIPOLYGON,43.66071514,43.6658599,-79.37950335,-79.3831599,Church and Wellesley-Toronto,1,Church-Yonge Corridor
Downtown Toronto,Downtown Toronto,36,MULTIPOLYGON,43.66071514,43.6484292,-79.37950335,-79.3822802,First Canadian Place / Underground city-Toronto,1,Church-Yonge Corridor
Downtown Toronto,Downtown Toronto,35,MULTIPOLYGON,43.66071514,43.667967,-79.37950335,-79.3676753,St. James Town / Cabbagetown-Toronto,1,Church-Yonge Corridor
Downtown Toronto,Downtown Toronto,34,MULTIPOLYGON,43.66071514,43.6464352,-79.37950335,-79.374846,Stn A PO Boxes-Toronto,1,Church-Yonge Corridor
Downtown Toronto,Downtown Toronto,33,MULTIPOLYGON,43.66071514,43.6795626,-79.37950335,-79.3775294,Rosedale-Toronto,1,Church-Yonge Corridor
Downtown Toronto,Downtown Toronto,32,MULTIPOLYGON,43.66071514,43.6289467,-79.37950335,-79.3944199,CN Tower / King and Spadina / Railway Lands / Harbourfront West / Bathurst  Quay / South Niagara / Island airport-Toronto,1,Church-Yonge Corridor
Downtown Toronto,Downtown Toronto,30,MULTIPOLYGON,43.66071514,43.6532057,-79.37950335,-79.4000493,Kensington Market / Chinatown / Grange Park-Toronto,1,Church-Yonge Corridor
Downtown Toronto,Downtown Toronto,27,MULTIPOLYGON,43.66071514,43.6626956,-79.37950335,-79.4000493,University of Toronto / Harbord-Toronto,1,Church-Yonge Corridor
Downtown Toronto,Downtown Toronto,16,MULTIPOLYGON,43.66071514,43.6481985,-79.37950335,-79.3798169,Commerce Court / Victoria Hotel-Toronto,1,Church-Yonge Corridor
Downtown Toronto,Downtown Toronto,13,MULTIPOLYGON,43.66071514,43.6471768,-79.37950335,-79.3815764,Toronto Dominion Centre / Design Exchange-Toronto,1,Church-Yonge Corridor
Downtown Toronto,Downtown Toronto,10,MULTIPOLYGON,43.66071514,43.6408157,-79.37950335,-79.3817523,Harbourfront East / Union Station / Toronto Islands-Toronto,1,Church-Yonge Corridor
Downtown Toronto,Downtown Toronto,8,MULTIPOLYGON,43.66071514,43.6505712,-79.37950335,-79.3845675,Richmond / Adelaide / King-Toronto,1,Church-Yonge Corridor
Downtown Toronto,Downtown Toronto,7,MULTIPOLYGON,43.66071514,43.669542,-79.37950335,-79.4225637,Christie-Toronto,1,Church-Yonge Corridor
Downtown Toronto,Downtown Toronto,6,MULTIPOLYGON,43.66071514,43.6579524,-79.37950335,-79.3873826,Central Bay Street-Toronto,1,Church-Yonge Corridor
Downtown Toronto,Downtown Toronto,5,MULTIPOLYGON,43.66071514,43.6447708,-79.37950335,-79.3733064,Berczy Park-Toronto,1,Church-Yonge Corridor
Downtown Toronto,Downtown Toronto,3,MULTIPOLYGON,43.66071514,43.6514939,-79.37950335,-79.3754179,St. James Town-Toronto,1,Church-Yonge Corridor
Downtown Toronto,Downtown Toronto,2,MULTIPOLYGON,43.66071514,43.6571618,-79.37950335,-79.3789371,"Garden District, Ryerson-Toronto",1,Church-Yonge Corridor
Downtown Toronto,Downtown Toronto,1,MULTIPOLYGON,43.66071514,43.6623015,-79.37950335,-79.3894938,Queen's Park / Ontario Provincial Government-Toronto,1,Church-Yonge Corridor
Downtown Toronto,Downtown Toronto,0,MULTIPOLYGON,43.66071514,43.6542599,-79.37950335,-79.3606359,Regent Park / Harbourfront-Toronto,1,Church-Yonge Corridor
Downtown Toronto,Downtown Toronto,37,MULTIPOLYGON,43.68928233,43.6658599,-79.33059916,-79.3831599,Church and Wellesley-Toronto,1,Danforth Village - East York
Downtown Toronto,Downtown Toronto,36,MULTIPOLYGON,43.68928233,43.6484292,-79.33059916,-79.3822802,First Canadian Place / Underground city-Toronto,1,Danforth Village - East York
Downtown Toronto,Downtown Toronto,35,MULTIPOLYGON,43.68928233,43.667967,-79.33059916,-79.3676753,St. James Town / Cabbagetown-Toronto,1,Danforth Village - East York
Downtown Toronto,Downtown Toronto,34,MULTIPOLYGON,43.68928233,43.6464352,-79.33059916,-79.374846,Stn A PO Boxes-Toronto,1,Danforth Village - East York
Downtown Toronto,Downtown Toronto,33,MULTIPOLYGON,43.68928233,43.6795626,-79.33059916,-79.3775294,Rosedale-Toronto,1,Danforth Village - East York
Downtown Toronto,Downtown Toronto,32,MULTIPOLYGON,43.68928233,43.6289467,-79.33059916,-79.3944199,CN Tower / King and Spadina / Railway Lands / Harbourfront West / Bathurst  Quay / South Niagara / Island airport-Toronto,1,Danforth Village - East York
Downtown Toronto,Downtown Toronto,30,MULTIPOLYGON,43.68928233,43.6532057,-79.33059916,-79.4000493,Kensington Market / Chinatown / Grange Park-Toronto,1,Danforth Village - East York
Downtown Toronto,Downtown Toronto,27,MULTIPOLYGON,43.68928233,43.6626956,-79.33059916,-79.4000493,University of Toronto / Harbord-Toronto,1,Danforth Village - East York
Downtown Toronto,Downtown Toronto,16,MULTIPOLYGON,43.68928233,43.6481985,-79.33059916,-79.3798169,Commerce Court / Victoria Hotel-Toronto,1,Danforth Village - East York
Downtown Toronto,Downtown Toronto,13,MULTIPOLYGON,43.68928233,43.6471768,-79.33059916,-79.3815764,Toronto Dominion Centre / Design Exchange-Toronto,1,Danforth Village - East York
Downtown Toronto,Downtown Toronto,10,MULTIPOLYGON,43.68928233,43.6408157,-79.33059916,-79.3817523,Harbourfront East / Union Station / Toronto Islands-Toronto,1,Danforth Village - East York
Downtown Toronto,Downtown Toronto,8,MULTIPOLYGON,43.68928233,43.6505712,-79.33059916,-79.3845675,Richmond / Adelaide / King-Toronto,1,Danforth Village - East York
Downtown Toronto,Downtown Toronto,7,MULTIPOLYGON,43.68928233,43.669542,-79.33059916,-79.4225637,Christie-Toronto,1,Danforth Village - East York
Downtown Toronto,Downtown Toronto,6,MULTIPOLYGON,43.68928233,43.6579524,-79.33059916,-79.3873826,Central Bay Street-Toronto,1,Danforth Village - East York
Downtown Toronto,Downtown Toronto,5,MULTIPOLYGON,43.68928233,43.6447708,-79.33059916,-79.3733064,Berczy Park-Toronto,1,Danforth Village - East York
Downtown Toronto,Downtown Toronto,3,MULTIPOLYGON,43.68928233,43.6514939,-79.33059916,-79.3754179,St. James Town-Toronto,1,Danforth Village - East York
Downtown Toronto,Downtown Toronto,2,MULTIPOLYGON,43.68928233,43.6571618,-79.33059916,-79.3789371,"Garden District, Ryerson-Toronto",1,Danforth Village - East York
Downtown Toronto,Downtown Toronto,1,MULTIPOLYGON,43.68928233,43.6623015,-79.33059916,-79.3894938,Queen's Park / Ontario Provincial Government-Toronto,1,Danforth Village - East York
Downtown Toronto,Downtown Toronto,0,MULTIPOLYGON,43.68928233,43.6542599,-79.33059916,-79.3606359,Regent Park / Harbourfront-Toronto,1,Danforth Village - East York
Downtown Toronto,Downtown Toronto,37,MULTIPOLYGON,43.69150762,43.6658599,-79.42738632,-79.3831599,Church and Wellesley-Toronto,1,Humewood-Cedarvale
Downtown Toronto,Downtown Toronto,36,MULTIPOLYGON,43.69150762,43.6484292,-79.42738632,-79.3822802,First Canadian Place / Underground city-Toronto,1,Humewood-Cedarvale
Downtown Toronto,Downtown Toronto,35,MULTIPOLYGON,43.69150762,43.667967,-79.42738632,-79.3676753,St. James Town / Cabbagetown-Toronto,1,Humewood-Cedarvale
Downtown Toronto,Downtown Toronto,34,MULTIPOLYGON,43.69150762,43.6464352,-79.42738632,-79.374846,Stn A PO Boxes-Toronto,1,Humewood-Cedarvale
Downtown Toronto,Downtown Toronto,33,MULTIPOLYGON,43.69150762,43.6795626,-79.42738632,-79.3775294,Rosedale-Toronto,1,Humewood-Cedarvale
Downtown Toronto,Downtown Toronto,32,MULTIPOLYGON,43.69150762,43.6289467,-79.42738632,-79.3944199,CN Tower / King and Spadina / Railway Lands / Harbourfront West / Bathurst  Quay / South Niagara / Island airport-Toronto,1,Humewood-Cedarvale
Downtown Toronto,Downtown Toronto,30,MULTIPOLYGON,43.69150762,43.6532057,-79.42738632,-79.4000493,Kensington Market / Chinatown / Grange Park-Toronto,1,Humewood-Cedarvale
Downtown Toronto,Downtown Toronto,27,MULTIPOLYGON,43.69150762,43.6626956,-79.42738632,-79.4000493,University of Toronto / Harbord-Toronto,1,Humewood-Cedarvale
Downtown Toronto,Downtown Toronto,16,MULTIPOLYGON,43.69150762,43.6481985,-79.42738632,-79.3798169,Commerce Court / Victoria Hotel-Toronto,1,Humewood-Cedarvale
Downtown Toronto,Downtown Toronto,13,MULTIPOLYGON,43.69150762,43.6471768,-79.42738632,-79.3815764,Toronto Dominion Centre / Design Exchange-Toronto,1,Humewood-Cedarvale
Downtown Toronto,Downtown Toronto,10,MULTIPOLYGON,43.69150762,43.6408157,-79.42738632,-79.3817523,Harbourfront East / Union Station / Toronto Islands-Toronto,1,Humewood-Cedarvale
Downtown Toronto,Downtown Toronto,8,MULTIPOLYGON,43.69150762,43.6505712,-79.42738632,-79.3845675,Richmond / Adelaide / King-Toronto,1,Humewood-Cedarvale
Downtown Toronto,Downtown Toronto,7,MULTIPOLYGON,43.69150762,43.669542,-79.42738632,-79.4225637,Christie-Toronto,1,Humewood-Cedarvale
Downtown Toronto,Downtown Toronto,6,MULTIPOLYGON,43.69150762,43.6579524,-79.42738632,-79.3873826,Central Bay Street-Toronto,1,Humewood-Cedarvale
Downtown Toronto,Downtown Toronto,5,MULTIPOLYGON,43.69150762,43.6447708,-79.42738632,-79.3733064,Berczy Park-Toronto,1,Humewood-Cedarvale
Downtown Toronto,Downtown Toronto,3,MULTIPOLYGON,43.69150762,43.6514939,-79.42738632,-79.3754179,St. James Town-Toronto,1,Humewood-Cedarvale
Downtown Toronto,Downtown Toronto,2,MULTIPOLYGON,43.69150762,43.6571618,-79.42738632,-79.3789371,"Garden District, Ryerson-Toronto",1,Humewood-Cedarvale
Downtown Toronto,Downtown Toronto,1,MULTIPOLYGON,43.69150762,43.6623015,-79.42738632,-79.3894938,Queen's Park / Ontario Provincial Government-Toronto,1,Humewood-Cedarvale
Downtown Toronto,Downtown Toronto,0,MULTIPOLYGON,43.69150762,43.6542599,-79.42738632,-79.3606359,Regent Park / Harbourfront-Toronto,1,Humewood-Cedarvale
Downtown Toronto,Downtown Toronto,37,MULTIPOLYGON,43.67785092,43.6658599,-79.42579315,-79.3831599,Church and Wellesley-Toronto,1,Wychwood
Downtown Toronto,Downtown Toronto,36,MULTIPOLYGON,43.67785092,43.6484292,-79.42579315,-79.3822802,First Canadian Place / Underground city-Toronto,1,Wychwood
Downtown Toronto,Downtown Toronto,35,MULTIPOLYGON,43.67785092,43.667967,-79.42579315,-79.3676753,St. James Town / Cabbagetown-Toronto,1,Wychwood
Downtown Toronto,Downtown Toronto,34,MULTIPOLYGON,43.67785092,43.6464352,-79.42579315,-79.374846,Stn A PO Boxes-Toronto,1,Wychwood
Downtown Toronto,Downtown Toronto,33,MULTIPOLYGON,43.67785092,43.6795626,-79.42579315,-79.3775294,Rosedale-Toronto,1,Wychwood
Downtown Toronto,Downtown Toronto,32,MULTIPOLYGON,43.67785092,43.6289467,-79.42579315,-79.3944199,CN Tower / King and Spadina / Railway Lands / Harbourfront West / Bathurst  Quay / South Niagara / Island airport-Toronto,1,Wychwood
Downtown Toronto,Downtown Toronto,30,MULTIPOLYGON,43.67785092,43.6532057,-79.42579315,-79.4000493,Kensington Market / Chinatown / Grange Park-Toronto,1,Wychwood
Downtown Toronto,Downtown Toronto,27,MULTIPOLYGON,43.67785092,43.6626956,-79.42579315,-79.4000493,University of Toronto / Harbord-Toronto,1,Wychwood
Downtown Toronto,Downtown Toronto,16,MULTIPOLYGON,43.67785092,43.6481985,-79.42579315,-79.3798169,Commerce Court / Victoria Hotel-Toronto,1,Wychwood
Downtown Toronto,Downtown Toronto,13,MULTIPOLYGON,43.67785092,43.6471768,-79.42579315,-79.3815764,Toronto Dominion Centre / Design Exchange-Toronto,1,Wychwood
Downtown Toronto,Downtown Toronto,10,MULTIPOLYGON,43.67785092,43.6408157,-79.42579315,-79.3817523,Harbourfront East / Union Station / Toronto Islands-Toronto,1,Wychwood
Downtown Toronto,Downtown Toronto,8,MULTIPOLYGON,43.67785092,43.6505712,-79.42579315,-79.3845675,Richmond / Adelaide / King-Toronto,1,Wychwood
