,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
5303,"Soho, Manhattan",40.72218384131794,-74.00065666959759,Happy Bones,40.7206477431811,-73.9971250494221,Coffee Shop
5320,"Soho, Manhattan",40.72218384131794,-74.00065666959759,La Colombe Torrefaction,40.719829,-74.003854,Coffee Shop
5331,"West Village, Manhattan",40.73443393572434,-74.00617998126812,The ELK,40.7341571981377,-74.00744944810867,Coffee Shop
5341,"West Village, Manhattan",40.73443393572434,-74.00617998126812,Oslo Coffee Roasters,40.733862641620995,-74.0055236533668,Coffee Shop
5389,"West Village, Manhattan",40.73443393572434,-74.00617998126812,Partners Coffee Roasters,40.73491348804492,-74.00205073261284,Coffee Shop
5430,"Manhattan Valley, Manhattan",40.797307041702865,-73.96428617740655,Starbucks,40.79536902,-73.96558901,Coffee Shop
5448,"Manhattan Valley, Manhattan",40.797307041702865,-73.96428617740655,Plowshares Coffee Bloomingdale,40.80019097153275,-73.96806622850414,Coffee Shop
5466,"Manhattan Valley, Manhattan",40.797307041702865,-73.96428617740655,Starbucks,40.79888,-73.96837,Coffee Shop
5483,"Morningside Heights, Manhattan",40.807999738165826,-73.96389627905332,Joe Coffee Company,40.810042435503476,-73.96202015828379,Coffee Shop
5487,"Morningside Heights, Manhattan",40.807999738165826,-73.96389627905332,Hex & Company,40.80526579539952,-73.96620274574032,Coffee Shop
5498,"Morningside Heights, Manhattan",40.807999738165826,-73.96389627905332,The Hungarian Pastry Shop,40.803561933892944,-73.96347501357707,Coffee Shop
5515,"Gramercy, Manhattan",40.737209832715,-73.98137594833541,Citizens of Gramercy,40.73663660003647,-73.98176174141058,Coffee Shop
5518,"Gramercy, Manhattan",40.737209832715,-73.98137594833541,Think Coffee,40.738156312933405,-73.98374210961263,Coffee Shop
5599,"Gramercy, Manhattan",40.737209832715,-73.98137594833541,Proof Coffee,40.73972082737726,-73.9773756194897,Coffee Shop
5623,"Battery Park City, Manhattan",40.71193198394565,-74.01686930508617,Le District Coffee,40.71328360114957,-74.01585448223682,Coffee Shop
5627,"Battery Park City, Manhattan",40.71193198394565,-74.01686930508617,Starbucks Reserve,40.71417,-74.015434,Coffee Shop
5634,"Battery Park City, Manhattan",40.71193198394565,-74.01686930508617,For Five Coffee Roasters,40.71224,-74.014915,Coffee Shop
5644,"Battery Park City, Manhattan",40.71193198394565,-74.01686930508617,Blue Bottle Coffee,40.7105890125794,-74.012371301651,Coffee Shop
5652,"Battery Park City, Manhattan",40.71193198394565,-74.01686930508617,Laughing Man Coffee & Tea,40.71475351814522,-74.01736807400145,Coffee Shop
5698,"Financial District, Manhattan",40.70710710727048,-74.0106654452127,Black Fox Coffee Co.,40.70657289005604,-74.00815534778381,Coffee Shop
5706,"Financial District, Manhattan",40.70710710727048,-74.0106654452127,La Colombe Torrefaction,40.705898810664266,-74.00842129724238,Coffee Shop
5711,"Financial District, Manhattan",40.70710710727048,-74.0106654452127,For Five Coffee Roasters,40.709554,-74.010576,Coffee Shop
5726,"Financial District, Manhattan",40.70710710727048,-74.0106654452127,Blue Spoon Coffee Co.,40.708103,-74.007614,Coffee Shop
5745,"Financial District, Manhattan",40.70710710727048,-74.0106654452127,Starbucks,40.705162,-74.0113,Coffee Shop
5751,"Financial District, Manhattan",40.70710710727048,-74.0106654452127,Boundless Plains Espresso,40.70799,-74.013894,Coffee Shop
5756,"Financial District, Manhattan",40.70710710727048,-74.0106654452127,Voyager Espresso,40.70878747496401,-74.007063456023,Coffee Shop
5767,"Financial District, Manhattan",40.70710710727048,-74.0106654452127,Café Grumpy,40.70400246573752,-74.01188921554795,Coffee Shop
5777,"Financial District, Manhattan",40.70710710727048,-74.0106654452127,Black Fox,40.703968,-74.01116,Coffee Shop
5783,"Financial District, Manhattan",40.70710710727048,-74.0106654452127,Blue Bottle Coffee,40.7105890125794,-74.012371301651,Coffee Shop
5791,"Financial District, Manhattan",40.70710710727048,-74.0106654452127,Gregorys Coffee,40.70611,-74.01285,Coffee Shop
5842,"Astoria, Queens",40.76850859335492,-73.91565374304234,Starbucks,40.77003,-73.91851,Coffee Shop
5868,"Astoria, Queens",40.76850859335492,-73.91565374304234,Gossip Coffee And Cocktails,40.764521949611066,-73.91646215978797,Coffee Shop
5918,"Woodside, Queens",40.74634908860222,-73.90184166838284,Blue Cups Cafe,40.74745807426534,-73.9026118109631,Coffee Shop
6020,"Jackson Heights, Queens",40.75198138007367,-73.88282109164365,Starbucks,40.74955752,-73.88739013,Coffee Shop
6268,"Flushing, Queens",40.76445419697846,-73.83177300329582,Starbucks,40.76076522285495,-73.83055298489074,Coffee Shop
6310,"Long Island City, Queens",40.75021734610528,-73.93920223915505,Etto Espresso Bar,40.74870263866801,-73.94068910937959,Coffee Shop
6318,"Long Island City, Queens",40.75021734610528,-73.93920223915505,Clever Blend Lic,40.750228255772456,-73.93960758219154,Coffee Shop
